Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation
M2112,no,yes,7,flat,summed,log,r_corr,graph
M2113,no,yes,7,flat,summed,log,cooc,space
M2114,no,yes,7,flat,summed,log,cooc,graph
M2115,no,yes,7,flat,summed,ppmi,distance,space
M2116,no,yes,7,flat,summed,ppmi,distance,graph
M2117,no,yes,7,flat,summed,ppmi,cos,space
M2118,no,yes,7,flat,summed,ppmi,cos,graph
M2119,no,yes,7,flat,summed,ppmi,corr,space
M2120,no,yes,7,flat,summed,ppmi,corr,graph
M2121,no,yes,7,flat,summed,ppmi,r_distance,space
M2122,no,yes,7,flat,summed,ppmi,r_distance,graph
M2123,no,yes,7,flat,summed,ppmi,r_cos,space
M2124,no,yes,7,flat,summed,ppmi,r_cos,graph
M2125,no,yes,7,flat,summed,ppmi,r_corr,space
M2126,no,yes,7,flat,summed,ppmi,r_corr,graph
M2127,no,yes,7,flat,summed,ppmi,cooc,space
M2128,no,yes,7,flat,summed,ppmi,cooc,graph
M2129,no,yes,7,flat,summed,non,distance,space
M2130,no,yes,7,flat,summed,non,distance,graph
M2131,no,yes,7,flat,summed,non,cos,space
M2132,no,yes,7,flat,summed,non,cos,graph
M2133,no,yes,7,flat,summed,non,corr,space
M2134,no,yes,7,flat,summed,non,corr,graph
M2135,no,yes,7,flat,summed,non,r_distance,space
M2136,no,yes,7,flat,summed,non,r_distance,graph
M2137,no,yes,7,flat,summed,non,r_cos,space
M2138,no,yes,7,flat,summed,non,r_cos,graph
M2139,no,yes,7,flat,summed,non,r_corr,space
M2140,no,yes,7,flat,summed,non,r_corr,graph
M2141,no,yes,7,flat,summed,non,cooc,space
M2142,no,yes,7,flat,summed,non,cooc,graph
M2143,no,yes,7,linear,forward,log,distance,space
M2144,no,yes,7,linear,forward,log,distance,graph
M2145,no,yes,7,linear,forward,log,cos,space
M2146,no,yes,7,linear,forward,log,cos,graph
M2147,no,yes,7,linear,forward,log,corr,space
M2148,no,yes,7,linear,forward,log,corr,graph
M2149,no,yes,7,linear,forward,log,r_distance,space
M2150,no,yes,7,linear,forward,log,r_distance,graph
M2151,no,yes,7,linear,forward,log,r_cos,space
M2152,no,yes,7,linear,forward,log,r_cos,graph
M2153,no,yes,7,linear,forward,log,r_corr,space
M2154,no,yes,7,linear,forward,log,r_corr,graph
M2155,no,yes,7,linear,forward,log,cooc,space
M2156,no,yes,7,linear,forward,log,cooc,graph
M2157,no,yes,7,linear,forward,ppmi,distance,space
M2158,no,yes,7,linear,forward,ppmi,distance,graph
M2159,no,yes,7,linear,forward,ppmi,cos,space
M2160,no,yes,7,linear,forward,ppmi,cos,graph
M2161,no,yes,7,linear,forward,ppmi,corr,space
M2162,no,yes,7,linear,forward,ppmi,corr,graph
M2163,no,yes,7,linear,forward,ppmi,r_distance,space
M2164,no,yes,7,linear,forward,ppmi,r_distance,graph
M2165,no,yes,7,linear,forward,ppmi,r_cos,space
M2166,no,yes,7,linear,forward,ppmi,r_cos,graph
M2167,no,yes,7,linear,forward,ppmi,r_corr,space
M2168,no,yes,7,linear,forward,ppmi,r_corr,graph
M2169,no,yes,7,linear,forward,ppmi,cooc,space
M2170,no,yes,7,linear,forward,ppmi,cooc,graph
M2171,no,yes,7,linear,forward,non,distance,space
M2172,no,yes,7,linear,forward,non,distance,graph
M2173,no,yes,7,linear,forward,non,cos,space
M2174,no,yes,7,linear,forward,non,cos,graph
M2175,no,yes,7,linear,forward,non,corr,space
M2176,no,yes,7,linear,forward,non,corr,graph
M2177,no,yes,7,linear,forward,non,r_distance,space
M2178,no,yes,7,linear,forward,non,r_distance,graph
M2179,no,yes,7,linear,forward,non,r_cos,space
M2180,no,yes,7,linear,forward,non,r_cos,graph
M2181,no,yes,7,linear,forward,non,r_corr,space
M2182,no,yes,7,linear,forward,non,r_corr,graph
M2183,no,yes,7,linear,forward,non,cooc,space
M2184,no,yes,7,linear,forward,non,cooc,graph
M2185,no,yes,7,linear,backward,log,distance,space
M2186,no,yes,7,linear,backward,log,distance,graph
M2187,no,yes,7,linear,backward,log,cos,space
M2188,no,yes,7,linear,backward,log,cos,graph
M2189,no,yes,7,linear,backward,log,corr,space
M2190,no,yes,7,linear,backward,log,corr,graph
M2191,no,yes,7,linear,backward,log,r_distance,space
M2192,no,yes,7,linear,backward,log,r_distance,graph
M2193,no,yes,7,linear,backward,log,r_cos,space
M2194,no,yes,7,linear,backward,log,r_cos,graph
M2195,no,yes,7,linear,backward,log,r_corr,space
M2196,no,yes,7,linear,backward,log,r_corr,graph
M2197,no,yes,7,linear,backward,log,cooc,space
M2198,no,yes,7,linear,backward,log,cooc,graph
M2199,no,yes,7,linear,backward,ppmi,distance,space
M2200,no,yes,7,linear,backward,ppmi,distance,graph
M2201,no,yes,7,linear,backward,ppmi,cos,space
M2202,no,yes,7,linear,backward,ppmi,cos,graph
M2203,no,yes,7,linear,backward,ppmi,corr,space
M2204,no,yes,7,linear,backward,ppmi,corr,graph
M2205,no,yes,7,linear,backward,ppmi,r_distance,space
M2206,no,yes,7,linear,backward,ppmi,r_distance,graph
M2207,no,yes,7,linear,backward,ppmi,r_cos,space
M2208,no,yes,7,linear,backward,ppmi,r_cos,graph
M2209,no,yes,7,linear,backward,ppmi,r_corr,space
M2210,no,yes,7,linear,backward,ppmi,r_corr,graph
M2211,no,yes,7,linear,backward,ppmi,cooc,space
M2212,no,yes,7,linear,backward,ppmi,cooc,graph
M2213,no,yes,7,linear,backward,non,distance,space
M2214,no,yes,7,linear,backward,non,distance,graph
M2215,no,yes,7,linear,backward,non,cos,space
M2216,no,yes,7,linear,backward,non,cos,graph
M2217,no,yes,7,linear,backward,non,corr,space
M2218,no,yes,7,linear,backward,non,corr,graph
M2219,no,yes,7,linear,backward,non,r_distance,space
M2220,no,yes,7,linear,backward,non,r_distance,graph
M2221,no,yes,7,linear,backward,non,r_cos,space
M2222,no,yes,7,linear,backward,non,r_cos,graph
M2223,no,yes,7,linear,backward,non,r_corr,space
M2224,no,yes,7,linear,backward,non,r_corr,graph
M2225,no,yes,7,linear,backward,non,cooc,space
M2226,no,yes,7,linear,backward,non,cooc,graph
M2227,no,yes,7,linear,summed,log,distance,space
M2228,no,yes,7,linear,summed,log,distance,graph
M2229,no,yes,7,linear,summed,log,cos,space
M2230,no,yes,7,linear,summed,log,cos,graph
M2231,no,yes,7,linear,summed,log,corr,space
M2232,no,yes,7,linear,summed,log,corr,graph
M2233,no,yes,7,linear,summed,log,r_distance,space
M2234,no,yes,7,linear,summed,log,r_distance,graph
M2235,no,yes,7,linear,summed,log,r_cos,space
M2236,no,yes,7,linear,summed,log,r_cos,graph
M2237,no,yes,7,linear,summed,log,r_corr,space
M2238,no,yes,7,linear,summed,log,r_corr,graph
M2239,no,yes,7,linear,summed,log,cooc,space
M2240,no,yes,7,linear,summed,log,cooc,graph
M2241,no,yes,7,linear,summed,ppmi,distance,space
M2242,no,yes,7,linear,summed,ppmi,distance,graph
M2243,no,yes,7,linear,summed,ppmi,cos,space
M2244,no,yes,7,linear,summed,ppmi,cos,graph
M2245,no,yes,7,linear,summed,ppmi,corr,space
M2246,no,yes,7,linear,summed,ppmi,corr,graph
M2247,no,yes,7,linear,summed,ppmi,r_distance,space
M2248,no,yes,7,linear,summed,ppmi,r_distance,graph
M2249,no,yes,7,linear,summed,ppmi,r_cos,space
M2250,no,yes,7,linear,summed,ppmi,r_cos,graph
M2251,no,yes,7,linear,summed,ppmi,r_corr,space
M2252,no,yes,7,linear,summed,ppmi,r_corr,graph
M2253,no,yes,7,linear,summed,ppmi,cooc,space
M2254,no,yes,7,linear,summed,ppmi,cooc,graph
M2255,no,yes,7,linear,summed,non,distance,space
M2256,no,yes,7,linear,summed,non,distance,graph
M2257,no,yes,7,linear,summed,non,cos,space
M2258,no,yes,7,linear,summed,non,cos,graph
M2259,no,yes,7,linear,summed,non,corr,space
M2260,no,yes,7,linear,summed,non,corr,graph
M2261,no,yes,7,linear,summed,non,r_distance,space
M2262,no,yes,7,linear,summed,non,r_distance,graph
M2263,no,yes,7,linear,summed,non,r_cos,space
M2264,no,yes,7,linear,summed,non,r_cos,graph
M2265,no,yes,7,linear,summed,non,r_corr,space
M2266,no,yes,7,linear,summed,non,r_corr,graph
M2267,no,yes,7,linear,summed,non,cooc,space
M2268,no,yes,7,linear,summed,non,cooc,graph
M2269,no,no,1,flat,forward,log,distance,space
M2270,no,no,1,flat,forward,log,distance,graph
M2271,no,no,1,flat,forward,log,cos,space
M2272,no,no,1,flat,forward,log,cos,graph
M2273,no,no,1,flat,forward,log,corr,space
M2274,no,no,1,flat,forward,log,corr,graph
M2275,no,no,1,flat,forward,log,r_distance,space
M2276,no,no,1,flat,forward,log,r_distance,graph
M2277,no,no,1,flat,forward,log,r_cos,space
M2278,no,no,1,flat,forward,log,r_cos,graph
M2279,no,no,1,flat,forward,log,r_corr,space
M2280,no,no,1,flat,forward,log,r_corr,graph
M2281,no,no,1,flat,forward,log,cooc,space
M2282,no,no,1,flat,forward,log,cooc,graph
M2283,no,no,1,flat,forward,ppmi,distance,space
M2284,no,no,1,flat,forward,ppmi,distance,graph
M2285,no,no,1,flat,forward,ppmi,cos,space
M2286,no,no,1,flat,forward,ppmi,cos,graph
M2287,no,no,1,flat,forward,ppmi,corr,space
M2288,no,no,1,flat,forward,ppmi,corr,graph
M2289,no,no,1,flat,forward,ppmi,r_distance,space
M2290,no,no,1,flat,forward,ppmi,r_distance,graph
M2291,no,no,1,flat,forward,ppmi,r_cos,space
M2292,no,no,1,flat,forward,ppmi,r_cos,graph
M2293,no,no,1,flat,forward,ppmi,r_corr,space
M2294,no,no,1,flat,forward,ppmi,r_corr,graph
M2295,no,no,1,flat,forward,ppmi,cooc,space
M2296,no,no,1,flat,forward,ppmi,cooc,graph
M2297,no,no,1,flat,forward,non,distance,space
M2298,no,no,1,flat,forward,non,distance,graph
M2299,no,no,1,flat,forward,non,cos,space
M2300,no,no,1,flat,forward,non,cos,graph
M2301,no,no,1,flat,forward,non,corr,space
M2302,no,no,1,flat,forward,non,corr,graph
M2303,no,no,1,flat,forward,non,r_distance,space
M2304,no,no,1,flat,forward,non,r_distance,graph
M2305,no,no,1,flat,forward,non,r_cos,space
M2306,no,no,1,flat,forward,non,r_cos,graph
M2307,no,no,1,flat,forward,non,r_corr,space
M2308,no,no,1,flat,forward,non,r_corr,graph
M2309,no,no,1,flat,forward,non,cooc,space
M2310,no,no,1,flat,forward,non,cooc,graph
M2311,no,no,1,flat,backward,log,distance,space
M2312,no,no,1,flat,backward,log,distance,graph
M2313,no,no,1,flat,backward,log,cos,space
M2314,no,no,1,flat,backward,log,cos,graph
M2315,no,no,1,flat,backward,log,corr,space
M2316,no,no,1,flat,backward,log,corr,graph
M2317,no,no,1,flat,backward,log,r_distance,space
M2318,no,no,1,flat,backward,log,r_distance,graph
M2319,no,no,1,flat,backward,log,r_cos,space
M2320,no,no,1,flat,backward,log,r_cos,graph
M2321,no,no,1,flat,backward,log,r_corr,space
M2322,no,no,1,flat,backward,log,r_corr,graph
M2323,no,no,1,flat,backward,log,cooc,space
M2324,no,no,1,flat,backward,log,cooc,graph
M2325,no,no,1,flat,backward,ppmi,distance,space
M2326,no,no,1,flat,backward,ppmi,distance,graph
M2327,no,no,1,flat,backward,ppmi,cos,space
M2328,no,no,1,flat,backward,ppmi,cos,graph
M2329,no,no,1,flat,backward,ppmi,corr,space
M2330,no,no,1,flat,backward,ppmi,corr,graph
M2331,no,no,1,flat,backward,ppmi,r_distance,space
M2332,no,no,1,flat,backward,ppmi,r_distance,graph
M2333,no,no,1,flat,backward,ppmi,r_cos,space
M2334,no,no,1,flat,backward,ppmi,r_cos,graph
M2335,no,no,1,flat,backward,ppmi,r_corr,space
M2336,no,no,1,flat,backward,ppmi,r_corr,graph
M2337,no,no,1,flat,backward,ppmi,cooc,space
M2338,no,no,1,flat,backward,ppmi,cooc,graph
M2339,no,no,1,flat,backward,non,distance,space
M2340,no,no,1,flat,backward,non,distance,graph
M2341,no,no,1,flat,backward,non,cos,space
M2342,no,no,1,flat,backward,non,cos,graph
M2343,no,no,1,flat,backward,non,corr,space
M2344,no,no,1,flat,backward,non,corr,graph
M2345,no,no,1,flat,backward,non,r_distance,space
M2346,no,no,1,flat,backward,non,r_distance,graph
M2347,no,no,1,flat,backward,non,r_cos,space
M2348,no,no,1,flat,backward,non,r_cos,graph
M2349,no,no,1,flat,backward,non,r_corr,space
M2350,no,no,1,flat,backward,non,r_corr,graph
M2351,no,no,1,flat,backward,non,cooc,space
M2352,no,no,1,flat,backward,non,cooc,graph
M2353,no,no,1,flat,summed,log,distance,space
M2354,no,no,1,flat,summed,log,distance,graph
M2355,no,no,1,flat,summed,log,cos,space
M2356,no,no,1,flat,summed,log,cos,graph
M2357,no,no,1,flat,summed,log,corr,space
M2358,no,no,1,flat,summed,log,corr,graph
M2359,no,no,1,flat,summed,log,r_distance,space
M2360,no,no,1,flat,summed,log,r_distance,graph
M2361,no,no,1,flat,summed,log,r_cos,space
M2362,no,no,1,flat,summed,log,r_cos,graph
M2363,no,no,1,flat,summed,log,r_corr,space
M2364,no,no,1,flat,summed,log,r_corr,graph
M2365,no,no,1,flat,summed,log,cooc,space
M2366,no,no,1,flat,summed,log,cooc,graph
M2367,no,no,1,flat,summed,ppmi,distance,space
M2368,no,no,1,flat,summed,ppmi,distance,graph
M2369,no,no,1,flat,summed,ppmi,cos,space
M2370,no,no,1,flat,summed,ppmi,cos,graph
M2371,no,no,1,flat,summed,ppmi,corr,space
M2372,no,no,1,flat,summed,ppmi,corr,graph
M2373,no,no,1,flat,summed,ppmi,r_distance,space
M2374,no,no,1,flat,summed,ppmi,r_distance,graph
M2375,no,no,1,flat,summed,ppmi,r_cos,space
M2376,no,no,1,flat,summed,ppmi,r_cos,graph
M2377,no,no,1,flat,summed,ppmi,r_corr,space
M2378,no,no,1,flat,summed,ppmi,r_corr,graph
M2379,no,no,1,flat,summed,ppmi,cooc,space
M2380,no,no,1,flat,summed,ppmi,cooc,graph
M2381,no,no,1,flat,summed,non,distance,space
M2382,no,no,1,flat,summed,non,distance,graph
M2383,no,no,1,flat,summed,non,cos,space
M2384,no,no,1,flat,summed,non,cos,graph
M2385,no,no,1,flat,summed,non,corr,space
M2386,no,no,1,flat,summed,non,corr,graph
M2387,no,no,1,flat,summed,non,r_distance,space
M2388,no,no,1,flat,summed,non,r_distance,graph
M2389,no,no,1,flat,summed,non,r_cos,space
M2390,no,no,1,flat,summed,non,r_cos,graph
M2391,no,no,1,flat,summed,non,r_corr,space
M2392,no,no,1,flat,summed,non,r_corr,graph
M2393,no,no,1,flat,summed,non,cooc,space
M2394,no,no,1,flat,summed,non,cooc,graph
M2395,no,no,1,linear,forward,log,distance,space
M2396,no,no,1,linear,forward,log,distance,graph
M2397,no,no,1,linear,forward,log,cos,space
M2398,no,no,1,linear,forward,log,cos,graph
M2399,no,no,1,linear,forward,log,corr,space
M2400,no,no,1,linear,forward,log,corr,graph
M2401,no,no,1,linear,forward,log,r_distance,space
M2402,no,no,1,linear,forward,log,r_distance,graph
M2403,no,no,1,linear,forward,log,r_cos,space
M2404,no,no,1,linear,forward,log,r_cos,graph
M2405,no,no,1,linear,forward,log,r_corr,space
M2406,no,no,1,linear,forward,log,r_corr,graph
M2407,no,no,1,linear,forward,log,cooc,space
M2408,no,no,1,linear,forward,log,cooc,graph
M2409,no,no,1,linear,forward,ppmi,distance,space
M2410,no,no,1,linear,forward,ppmi,distance,graph
M2411,no,no,1,linear,forward,ppmi,cos,space
M2412,no,no,1,linear,forward,ppmi,cos,graph
M2413,no,no,1,linear,forward,ppmi,corr,space
M2414,no,no,1,linear,forward,ppmi,corr,graph
M2415,no,no,1,linear,forward,ppmi,r_distance,space
M2416,no,no,1,linear,forward,ppmi,r_distance,graph
M2417,no,no,1,linear,forward,ppmi,r_cos,space
M2418,no,no,1,linear,forward,ppmi,r_cos,graph
M2419,no,no,1,linear,forward,ppmi,r_corr,space
M2420,no,no,1,linear,forward,ppmi,r_corr,graph
M2421,no,no,1,linear,forward,ppmi,cooc,space
M2422,no,no,1,linear,forward,ppmi,cooc,graph
M2423,no,no,1,linear,forward,non,distance,space
M2424,no,no,1,linear,forward,non,distance,graph
M2425,no,no,1,linear,forward,non,cos,space
M2426,no,no,1,linear,forward,non,cos,graph
M2427,no,no,1,linear,forward,non,corr,space
M2428,no,no,1,linear,forward,non,corr,graph
M2429,no,no,1,linear,forward,non,r_distance,space
M2430,no,no,1,linear,forward,non,r_distance,graph
M2431,no,no,1,linear,forward,non,r_cos,space
M2432,no,no,1,linear,forward,non,r_cos,graph
M2433,no,no,1,linear,forward,non,r_corr,space
M2434,no,no,1,linear,forward,non,r_corr,graph
M2435,no,no,1,linear,forward,non,cooc,space
M2436,no,no,1,linear,forward,non,cooc,graph
M2437,no,no,1,linear,backward,log,distance,space
M2438,no,no,1,linear,backward,log,distance,graph
M2439,no,no,1,linear,backward,log,cos,space
M2440,no,no,1,linear,backward,log,cos,graph
M2441,no,no,1,linear,backward,log,corr,space
M2442,no,no,1,linear,backward,log,corr,graph
M2443,no,no,1,linear,backward,log,r_distance,space
M2444,no,no,1,linear,backward,log,r_distance,graph
M2445,no,no,1,linear,backward,log,r_cos,space
M2446,no,no,1,linear,backward,log,r_cos,graph
M2447,no,no,1,linear,backward,log,r_corr,space
M2448,no,no,1,linear,backward,log,r_corr,graph
M2449,no,no,1,linear,backward,log,cooc,space
M2450,no,no,1,linear,backward,log,cooc,graph
M2451,no,no,1,linear,backward,ppmi,distance,space
M2452,no,no,1,linear,backward,ppmi,distance,graph
M2453,no,no,1,linear,backward,ppmi,cos,space
M2454,no,no,1,linear,backward,ppmi,cos,graph
M2455,no,no,1,linear,backward,ppmi,corr,space
M2456,no,no,1,linear,backward,ppmi,corr,graph
M2457,no,no,1,linear,backward,ppmi,r_distance,space
M2458,no,no,1,linear,backward,ppmi,r_distance,graph
M2459,no,no,1,linear,backward,ppmi,r_cos,space
M2460,no,no,1,linear,backward,ppmi,r_cos,graph
M2461,no,no,1,linear,backward,ppmi,r_corr,space
M2462,no,no,1,linear,backward,ppmi,r_corr,graph
M2463,no,no,1,linear,backward,ppmi,cooc,space
M2464,no,no,1,linear,backward,ppmi,cooc,graph
M2465,no,no,1,linear,backward,non,distance,space
M2466,no,no,1,linear,backward,non,distance,graph
M2467,no,no,1,linear,backward,non,cos,space
M2468,no,no,1,linear,backward,non,cos,graph
M2469,no,no,1,linear,backward,non,corr,space
M2470,no,no,1,linear,backward,non,corr,graph
M2471,no,no,1,linear,backward,non,r_distance,space
M2472,no,no,1,linear,backward,non,r_distance,graph
M2473,no,no,1,linear,backward,non,r_cos,space
M2474,no,no,1,linear,backward,non,r_cos,graph
M2475,no,no,1,linear,backward,non,r_corr,space
M2476,no,no,1,linear,backward,non,r_corr,graph
M2477,no,no,1,linear,backward,non,cooc,space
M2478,no,no,1,linear,backward,non,cooc,graph
M2479,no,no,1,linear,summed,log,distance,space
M2480,no,no,1,linear,summed,log,distance,graph
M2481,no,no,1,linear,summed,log,cos,space
M2482,no,no,1,linear,summed,log,cos,graph
M2483,no,no,1,linear,summed,log,corr,space
M2484,no,no,1,linear,summed,log,corr,graph
M2485,no,no,1,linear,summed,log,r_distance,space
M2486,no,no,1,linear,summed,log,r_distance,graph
M2487,no,no,1,linear,summed,log,r_cos,space
M2488,no,no,1,linear,summed,log,r_cos,graph
M2489,no,no,1,linear,summed,log,r_corr,space
M2490,no,no,1,linear,summed,log,r_corr,graph
M2491,no,no,1,linear,summed,log,cooc,space
M2492,no,no,1,linear,summed,log,cooc,graph
M2493,no,no,1,linear,summed,ppmi,distance,space
M2494,no,no,1,linear,summed,ppmi,distance,graph
M2495,no,no,1,linear,summed,ppmi,cos,space
M2496,no,no,1,linear,summed,ppmi,cos,graph
M2497,no,no,1,linear,summed,ppmi,corr,space
M2498,no,no,1,linear,summed,ppmi,corr,graph
M2499,no,no,1,linear,summed,ppmi,r_distance,space
M2500,no,no,1,linear,summed,ppmi,r_distance,graph
M2501,no,no,1,linear,summed,ppmi,r_cos,space
M2502,no,no,1,linear,summed,ppmi,r_cos,graph
M2503,no,no,1,linear,summed,ppmi,r_corr,space
M2504,no,no,1,linear,summed,ppmi,r_corr,graph
M2505,no,no,1,linear,summed,ppmi,cooc,space
M2506,no,no,1,linear,summed,ppmi,cooc,graph
M2507,no,no,1,linear,summed,non,distance,space
M2508,no,no,1,linear,summed,non,distance,graph
M2509,no,no,1,linear,summed,non,cos,space
M2510,no,no,1,linear,summed,non,cos,graph
M2511,no,no,1,linear,summed,non,corr,space
M2512,no,no,1,linear,summed,non,corr,graph
M2513,no,no,1,linear,summed,non,r_distance,space
M2514,no,no,1,linear,summed,non,r_distance,graph
M2515,no,no,1,linear,summed,non,r_cos,space
M2516,no,no,1,linear,summed,non,r_cos,graph
M2517,no,no,1,linear,summed,non,r_corr,space
M2518,no,no,1,linear,summed,non,r_corr,graph
M2519,no,no,1,linear,summed,non,cooc,space
M2520,no,no,1,linear,summed,non,cooc,graph
M2521,no,no,2,flat,forward,log,distance,space
M2522,no,no,2,flat,forward,log,distance,graph
M2523,no,no,2,flat,forward,log,cos,space
M2524,no,no,2,flat,forward,log,cos,graph
M2525,no,no,2,flat,forward,log,corr,space
M2526,no,no,2,flat,forward,log,corr,graph
M2527,no,no,2,flat,forward,log,r_distance,space
M2528,no,no,2,flat,forward,log,r_distance,graph
M2529,no,no,2,flat,forward,log,r_cos,space
M2530,no,no,2,flat,forward,log,r_cos,graph
M2531,no,no,2,flat,forward,log,r_corr,space
M2532,no,no,2,flat,forward,log,r_corr,graph
M2533,no,no,2,flat,forward,log,cooc,space
M2534,no,no,2,flat,forward,log,cooc,graph
M2535,no,no,2,flat,forward,ppmi,distance,space
M2536,no,no,2,flat,forward,ppmi,distance,graph
M2537,no,no,2,flat,forward,ppmi,cos,space
M2538,no,no,2,flat,forward,ppmi,cos,graph
M2539,no,no,2,flat,forward,ppmi,corr,space
M2540,no,no,2,flat,forward,ppmi,corr,graph
M2541,no,no,2,flat,forward,ppmi,r_distance,space
M2542,no,no,2,flat,forward,ppmi,r_distance,graph
M2543,no,no,2,flat,forward,ppmi,r_cos,space
M2544,no,no,2,flat,forward,ppmi,r_cos,graph
M2545,no,no,2,flat,forward,ppmi,r_corr,space
M2546,no,no,2,flat,forward,ppmi,r_corr,graph
M2547,no,no,2,flat,forward,ppmi,cooc,space
M2548,no,no,2,flat,forward,ppmi,cooc,graph
M2549,no,no,2,flat,forward,non,distance,space
M2550,no,no,2,flat,forward,non,distance,graph
M2551,no,no,2,flat,forward,non,cos,space
M2552,no,no,2,flat,forward,non,cos,graph
M2553,no,no,2,flat,forward,non,corr,space
M2554,no,no,2,flat,forward,non,corr,graph
M2555,no,no,2,flat,forward,non,r_distance,space
M2556,no,no,2,flat,forward,non,r_distance,graph
M2557,no,no,2,flat,forward,non,r_cos,space
M2558,no,no,2,flat,forward,non,r_cos,graph
M2559,no,no,2,flat,forward,non,r_corr,space
M2560,no,no,2,flat,forward,non,r_corr,graph
M2561,no,no,2,flat,forward,non,cooc,space
M2562,no,no,2,flat,forward,non,cooc,graph
M2563,no,no,2,flat,backward,log,distance,space
M2564,no,no,2,flat,backward,log,distance,graph
M2565,no,no,2,flat,backward,log,cos,space
M2566,no,no,2,flat,backward,log,cos,graph
M2567,no,no,2,flat,backward,log,corr,space
M2568,no,no,2,flat,backward,log,corr,graph
M2569,no,no,2,flat,backward,log,r_distance,space
M2570,no,no,2,flat,backward,log,r_distance,graph
M2571,no,no,2,flat,backward,log,r_cos,space
M2572,no,no,2,flat,backward,log,r_cos,graph
M2573,no,no,2,flat,backward,log,r_corr,space
M2574,no,no,2,flat,backward,log,r_corr,graph
M2575,no,no,2,flat,backward,log,cooc,space
M2576,no,no,2,flat,backward,log,cooc,graph
M2577,no,no,2,flat,backward,ppmi,distance,space
M2578,no,no,2,flat,backward,ppmi,distance,graph
M2579,no,no,2,flat,backward,ppmi,cos,space
M2580,no,no,2,flat,backward,ppmi,cos,graph
M2581,no,no,2,flat,backward,ppmi,corr,space
M2582,no,no,2,flat,backward,ppmi,corr,graph
M2583,no,no,2,flat,backward,ppmi,r_distance,space
M2584,no,no,2,flat,backward,ppmi,r_distance,graph
M2585,no,no,2,flat,backward,ppmi,r_cos,space
M2586,no,no,2,flat,backward,ppmi,r_cos,graph
M2587,no,no,2,flat,backward,ppmi,r_corr,space
M2588,no,no,2,flat,backward,ppmi,r_corr,graph
M2589,no,no,2,flat,backward,ppmi,cooc,space
M2590,no,no,2,flat,backward,ppmi,cooc,graph
M2591,no,no,2,flat,backward,non,distance,space
M2592,no,no,2,flat,backward,non,distance,graph
M2593,no,no,2,flat,backward,non,cos,space
M2594,no,no,2,flat,backward,non,cos,graph
M2595,no,no,2,flat,backward,non,corr,space
M2596,no,no,2,flat,backward,non,corr,graph
M2597,no,no,2,flat,backward,non,r_distance,space
M2598,no,no,2,flat,backward,non,r_distance,graph
M2599,no,no,2,flat,backward,non,r_cos,space
M2600,no,no,2,flat,backward,non,r_cos,graph
M2601,no,no,2,flat,backward,non,r_corr,space
M2602,no,no,2,flat,backward,non,r_corr,graph
M2603,no,no,2,flat,backward,non,cooc,space
M2604,no,no,2,flat,backward,non,cooc,graph
M2605,no,no,2,flat,summed,log,distance,space
M2606,no,no,2,flat,summed,log,distance,graph
M2607,no,no,2,flat,summed,log,cos,space
M2608,no,no,2,flat,summed,log,cos,graph
M2609,no,no,2,flat,summed,log,corr,space
M2610,no,no,2,flat,summed,log,corr,graph
M2611,no,no,2,flat,summed,log,r_distance,space
M2612,no,no,2,flat,summed,log,r_distance,graph
M2613,no,no,2,flat,summed,log,r_cos,space
M2614,no,no,2,flat,summed,log,r_cos,graph
M2615,no,no,2,flat,summed,log,r_corr,space
M2616,no,no,2,flat,summed,log,r_corr,graph
M2617,no,no,2,flat,summed,log,cooc,space
M2618,no,no,2,flat,summed,log,cooc,graph
M2619,no,no,2,flat,summed,ppmi,distance,space
M2620,no,no,2,flat,summed,ppmi,distance,graph
M2621,no,no,2,flat,summed,ppmi,cos,space
M2622,no,no,2,flat,summed,ppmi,cos,graph
M2623,no,no,2,flat,summed,ppmi,corr,space
M2624,no,no,2,flat,summed,ppmi,corr,graph
M2625,no,no,2,flat,summed,ppmi,r_distance,space
M2626,no,no,2,flat,summed,ppmi,r_distance,graph
M2627,no,no,2,flat,summed,ppmi,r_cos,space
M2628,no,no,2,flat,summed,ppmi,r_cos,graph
M2629,no,no,2,flat,summed,ppmi,r_corr,space
M2630,no,no,2,flat,summed,ppmi,r_corr,graph
M2631,no,no,2,flat,summed,ppmi,cooc,space
M2632,no,no,2,flat,summed,ppmi,cooc,graph
M2633,no,no,2,flat,summed,non,distance,space
M2634,no,no,2,flat,summed,non,distance,graph
M2635,no,no,2,flat,summed,non,cos,space
M2636,no,no,2,flat,summed,non,cos,graph
M2637,no,no,2,flat,summed,non,corr,space
M2638,no,no,2,flat,summed,non,corr,graph
M2639,no,no,2,flat,summed,non,r_distance,space
M2640,no,no,2,flat,summed,non,r_distance,graph
M2641,no,no,2,flat,summed,non,r_cos,space
M2642,no,no,2,flat,summed,non,r_cos,graph
M2643,no,no,2,flat,summed,non,r_corr,space
M2644,no,no,2,flat,summed,non,r_corr,graph
M2645,no,no,2,flat,summed,non,cooc,space
M2646,no,no,2,flat,summed,non,cooc,graph
M2647,no,no,2,linear,forward,log,distance,space
M2648,no,no,2,linear,forward,log,distance,graph
M2649,no,no,2,linear,forward,log,cos,space
M2650,no,no,2,linear,forward,log,cos,graph
M2651,no,no,2,linear,forward,log,corr,space
M2652,no,no,2,linear,forward,log,corr,graph
