,Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation,mean,std_error
294,M295,yes,yes,2,flat,backward,log,distance,space,0.7517678690631634,0.0011828496974509654
295,M296,yes,yes,2,flat,backward,log,distance,graph,0.6154355618982684,0.004094151744734806
296,M297,yes,yes,2,flat,backward,log,cos,space,0.7568416347834036,0.002631193703354965
297,M298,yes,yes,2,flat,backward,log,cos,graph,0.6079813410917276,0.0041422857878243066
298,M299,yes,yes,2,flat,backward,log,corr,space,-0.12333594321812136,0.011611219380587512
299,M300,yes,yes,2,flat,backward,log,corr,graph,-0.34907905146791046,0.010661411377273668
300,M301,yes,yes,2,flat,backward,log,r_distance,space,0.7498105860981598,0.0056024978208791916
301,M302,yes,yes,2,flat,backward,log,r_distance,graph,0.6117162777873075,0.007548137634708459
302,M303,yes,yes,2,flat,backward,log,r_cos,space,0.006011627558905007,0.023578400680210672
303,M304,yes,yes,2,flat,backward,log,r_cos,graph,-0.018505091277806824,0.048689620405153004
304,M305,yes,yes,2,flat,backward,log,r_corr,space,0.6235670279827874,0.18849401312206024
305,M306,yes,yes,2,flat,backward,log,r_corr,graph,0.5519194774477127,0.14242596066357227
306,M307,yes,yes,2,flat,backward,log,cooc,space,0.4898100157037709,0.00902911806550385
307,M308,yes,yes,2,flat,backward,log,cooc,graph,0.7670015643326866,0.01267034549240938
308,M309,yes,yes,2,flat,backward,ppmi,distance,space,0.756900437793646,0.00840695365666537
309,M310,yes,yes,2,flat,backward,ppmi,distance,graph,0.377656117266366,0.01038926923926721
310,M311,yes,yes,2,flat,backward,ppmi,cos,space,0.7563571687207014,0.0036946243437390304
311,M312,yes,yes,2,flat,backward,ppmi,cos,graph,0.6566999908566283,0.01237419457202488
312,M313,yes,yes,2,flat,backward,ppmi,corr,space,0.16536035852600203,0.05474057872551653
313,M314,yes,yes,2,flat,backward,ppmi,corr,graph,0.23508592112327334,0.039741438474642427
314,M315,yes,yes,2,flat,backward,ppmi,r_distance,space,0.7524931530835703,0.006841574109097982
315,M316,yes,yes,2,flat,backward,ppmi,r_distance,graph,0.4502394080957036,0.018647734462808537
316,M317,yes,yes,2,flat,backward,ppmi,r_cos,space,5.116938491109141e-05,0.059249136643012144
317,M318,yes,yes,2,flat,backward,ppmi,r_cos,graph,0.023976880371481653,0.05770438443907702
318,M319,yes,yes,2,flat,backward,ppmi,r_corr,space,0.06908718754128076,0.41131220668253277
319,M320,yes,yes,2,flat,backward,ppmi,r_corr,graph,-0.013849608740748597,0.39019756166749936
320,M321,yes,yes,2,flat,backward,ppmi,cooc,space,0.4847245020783301,0.009045091259186854
321,M322,yes,yes,2,flat,backward,ppmi,cooc,graph,0.7903026722158047,0.017306916075161976
322,M323,yes,yes,2,flat,backward,non,distance,space,0.7174039625256827,0.01100866033256033
323,M324,yes,yes,2,flat,backward,non,distance,graph,0.6888751619255821,0.022343977247943955
324,M325,yes,yes,2,flat,backward,non,cos,space,0.7281977688938823,0.00520311050694572
325,M326,yes,yes,2,flat,backward,non,cos,graph,0.7070647594972626,0.014555213957443256
326,M327,yes,yes,2,flat,backward,non,corr,space,-0.14625102958518546,0.017603686984860926
327,M328,yes,yes,2,flat,backward,non,corr,graph,-0.23798987311068115,0.016629986195507533
328,M329,yes,yes,2,flat,backward,non,r_distance,space,0.7252842902789784,0.005111828192621242
329,M330,yes,yes,2,flat,backward,non,r_distance,graph,0.6649194526292328,0.020612643602198423
330,M331,yes,yes,2,flat,backward,non,r_cos,space,0.6931253251405926,0.018090083473846576
331,M332,yes,yes,2,flat,backward,non,r_cos,graph,0.6553702722986601,0.026286140200389385
332,M333,yes,yes,2,flat,backward,non,r_corr,space,0.6840964614008501,0.02874022138518169
333,M334,yes,yes,2,flat,backward,non,r_corr,graph,0.6713362653149656,0.04322182079415264
334,M335,yes,yes,2,flat,backward,non,cooc,space,0.49950448969314465,0.007473453320315087
335,M336,yes,yes,2,flat,backward,non,cooc,graph,0.6783879100077606,0.017160638625999553
336,M337,yes,yes,2,flat,summed,log,distance,space,0.7113966522131236,0.008846356683204602
337,M338,yes,yes,2,flat,summed,log,distance,graph,0.6501185342095919,0.008054924964647209
338,M339,yes,yes,2,flat,summed,log,cos,space,0.7312788575871344,0.010444958365389348
339,M340,yes,yes,2,flat,summed,log,cos,graph,0.6060668616866429,0.01339095252300981
340,M341,yes,yes,2,flat,summed,log,corr,space,0.09871922029038026,0.026928740086037798
341,M342,yes,yes,2,flat,summed,log,corr,graph,-0.1273334347509981,0.03557913166661174
342,M343,yes,yes,2,flat,summed,log,r_distance,space,0.7322232417264212,0.008052968467688573
343,M344,yes,yes,2,flat,summed,log,r_distance,graph,0.679402656663788,0.012878288357795378
344,M345,yes,yes,2,flat,summed,log,r_cos,space,0.040164916366505356,0.03079576137222969
345,M346,yes,yes,2,flat,summed,log,r_cos,graph,-0.13554672664938466,0.02210987205203586
346,M347,yes,yes,2,flat,summed,log,r_corr,space,0.7342495106659372,0.013940156344600788
347,M348,yes,yes,2,flat,summed,log,r_corr,graph,0.4155697120998913,0.014591592636436262
348,M349,yes,yes,2,flat,summed,log,cooc,space,0.7480065529068678,0.013309343474630872
349,M350,yes,yes,2,flat,summed,log,cooc,graph,0.7196155385846243,0.007276166864696293
350,M351,yes,yes,2,flat,summed,ppmi,distance,space,0.7410045603944199,0.011885434425680352
351,M352,yes,yes,2,flat,summed,ppmi,distance,graph,0.3509614285457394,0.007624814747974052
352,M353,yes,yes,2,flat,summed,ppmi,cos,space,0.7507917856008649,0.01092739418016603
353,M354,yes,yes,2,flat,summed,ppmi,cos,graph,0.5992368947088602,0.022978738532252213
354,M355,yes,yes,2,flat,summed,ppmi,corr,space,-0.1842928914345052,0.04077319663704803
355,M356,yes,yes,2,flat,summed,ppmi,corr,graph,-0.16570184026023424,0.021108096642735052
356,M357,yes,yes,2,flat,summed,ppmi,r_distance,space,0.7463235978642968,0.013100071818691059
357,M358,yes,yes,2,flat,summed,ppmi,r_distance,graph,0.45843637179359514,0.022820689700818166
358,M359,yes,yes,2,flat,summed,ppmi,r_cos,space,0.55681230982629,0.027871938889377428
359,M360,yes,yes,2,flat,summed,ppmi,r_cos,graph,0.33813893146723756,0.04830755355589364
360,M361,yes,yes,2,flat,summed,ppmi,r_corr,space,0.4701618997620285,0.05443886984963335
361,M362,yes,yes,2,flat,summed,ppmi,r_corr,graph,0.30992898840650634,0.0912762311412563
362,M363,yes,yes,2,flat,summed,ppmi,cooc,space,0.7459656836792533,0.016602102638387024
363,M364,yes,yes,2,flat,summed,ppmi,cooc,graph,0.6473084409497785,0.01743005329743494
364,M365,yes,yes,2,flat,summed,non,distance,space,0.7562511506164149,0.012046404500257152
365,M366,yes,yes,2,flat,summed,non,distance,graph,0.694160343536657,0.03193350379238626
366,M367,yes,yes,2,flat,summed,non,cos,space,0.7436404277766304,0.011550785894947797
367,M368,yes,yes,2,flat,summed,non,cos,graph,0.7367967599252243,0.022301524921780492
368,M369,yes,yes,2,flat,summed,non,corr,space,0.7434095895256044,0.011425145638417681
369,M370,yes,yes,2,flat,summed,non,corr,graph,0.731363678548075,0.021368586169984362
370,M371,yes,yes,2,flat,summed,non,r_distance,space,0.7395087141808927,0.008588152041708734
371,M372,yes,yes,2,flat,summed,non,r_distance,graph,0.6439310217562533,0.034296442165586756
372,M373,yes,yes,2,flat,summed,non,r_cos,space,0.6769248616964169,0.005884398536545447
373,M374,yes,yes,2,flat,summed,non,r_cos,graph,0.6215940536540869,0.018377612749079644
374,M375,yes,yes,2,flat,summed,non,r_corr,space,0.6838916290573036,0.007814875997993829
375,M376,yes,yes,2,flat,summed,non,r_corr,graph,0.6367983239385885,0.016446875754656063
376,M377,yes,yes,2,flat,summed,non,cooc,space,0.7839621961624959,0.005919497420222888
377,M378,yes,yes,2,flat,summed,non,cooc,graph,0.34239407239993447,0.014111383862731995
378,M379,yes,yes,2,linear,forward,log,distance,space,0.7296851965897955,0.011569161246410234
379,M380,yes,yes,2,linear,forward,log,distance,graph,0.7106221532746877,0.012816470289199267
380,M381,yes,yes,2,linear,forward,log,cos,space,0.7301056910777575,0.010174760578425094
381,M382,yes,yes,2,linear,forward,log,cos,graph,0.7048365149636633,0.013493118863477236
382,M383,yes,yes,2,linear,forward,log,corr,space,0.6967085951741627,0.013584103837288915
383,M384,yes,yes,2,linear,forward,log,corr,graph,0.48640163724926466,0.027152389582632684
384,M385,yes,yes,2,linear,forward,log,r_distance,space,0.7172003185144011,0.009219653830368916
385,M386,yes,yes,2,linear,forward,log,r_distance,graph,0.6646978544294739,0.02050188141867368
386,M387,yes,yes,2,linear,forward,log,r_cos,space,0.003604493407553297,0.03303757491899552
387,M388,yes,yes,2,linear,forward,log,r_cos,graph,0.019071655392873334,0.07675447982619114
388,M389,yes,yes,2,linear,forward,log,r_corr,space,0.24251354017433124,0.035506735648497975
389,M390,yes,yes,2,linear,forward,log,r_corr,graph,0.304854771387161,0.04920913395815829
390,M391,yes,yes,2,linear,forward,log,cooc,space,0.5476016596693464,0.012936975797434191
391,M392,yes,yes,2,linear,forward,log,cooc,graph,0.6979048178094368,0.014412679282555125
392,M393,yes,yes,2,linear,forward,ppmi,distance,space,0.7254399194987262,0.009302961323206732
393,M394,yes,yes,2,linear,forward,ppmi,distance,graph,0.6255186080122335,0.016467794595811137
394,M395,yes,yes,2,linear,forward,ppmi,cos,space,0.7493066574460421,0.0034762645814518447
395,M396,yes,yes,2,linear,forward,ppmi,cos,graph,0.7275178513351793,0.00414835131131745
396,M397,yes,yes,2,linear,forward,ppmi,corr,space,-0.475316056856346,0.019368237838055892
397,M398,yes,yes,2,linear,forward,ppmi,corr,graph,-0.2635670663451467,0.02906143036677485
398,M399,yes,yes,2,linear,forward,ppmi,r_distance,space,0.7326479319799545,0.01470388994492118
399,M400,yes,yes,2,linear,forward,ppmi,r_distance,graph,0.6718210728501288,0.014992813564947676
400,M401,yes,yes,2,linear,forward,ppmi,r_cos,space,0.09884156662913382,0.2987542957821328
401,M402,yes,yes,2,linear,forward,ppmi,r_cos,graph,0.13389024488591633,0.2960566928005448
402,M403,yes,yes,2,linear,forward,ppmi,r_corr,space,-0.00510043394945464,0.14726632743325452
403,M404,yes,yes,2,linear,forward,ppmi,r_corr,graph,-0.05456165122323221,0.25670447268887187
404,M405,yes,yes,2,linear,forward,ppmi,cooc,space,0.576808440785362,0.012925540340210453
405,M406,yes,yes,2,linear,forward,ppmi,cooc,graph,0.7917926606609988,0.015685002284479863
406,M407,yes,yes,2,linear,forward,non,distance,space,0.7495400227782054,0.009948077368562637
407,M408,yes,yes,2,linear,forward,non,distance,graph,0.6682872682899361,0.028102361343086923
408,M409,yes,yes,2,linear,forward,non,cos,space,0.7551700856273487,0.013841638860478555
409,M410,yes,yes,2,linear,forward,non,cos,graph,0.6571480520452877,0.02210746924577674
410,M411,yes,yes,2,linear,forward,non,corr,space,0.7489357377437509,0.013717699780295769
411,M412,yes,yes,2,linear,forward,non,corr,graph,0.5563923345715021,0.03594343280615443
412,M413,yes,yes,2,linear,forward,non,r_distance,space,0.6868397006241791,0.009740750949430955
413,M414,yes,yes,2,linear,forward,non,r_distance,graph,0.633183408880286,0.02332302802436722
414,M415,yes,yes,2,linear,forward,non,r_cos,space,0.2612894666125748,0.07713274808078252
415,M416,yes,yes,2,linear,forward,non,r_cos,graph,0.23975464229713023,0.09551737458955008
416,M417,yes,yes,2,linear,forward,non,r_corr,space,0.03819135492217114,0.059347215990520036
417,M418,yes,yes,2,linear,forward,non,r_corr,graph,-0.2531286973675547,0.10865978353276728
418,M419,yes,yes,2,linear,forward,non,cooc,space,0.6042085865718048,0.0053132130459832266
419,M420,yes,yes,2,linear,forward,non,cooc,graph,0.6892919280650879,0.01863803283211192
420,M421,yes,yes,2,linear,backward,log,distance,space,0.7528192620604777,0.001306300738430077
421,M422,yes,yes,2,linear,backward,log,distance,graph,0.6126765134043273,0.003977858165828685
422,M423,yes,yes,2,linear,backward,log,cos,space,0.7600401715797446,0.0025632319300627794
423,M424,yes,yes,2,linear,backward,log,cos,graph,0.6047323480103588,0.005488813621437474
424,M425,yes,yes,2,linear,backward,log,corr,space,-0.12191176133848894,0.011859726710244874
425,M426,yes,yes,2,linear,backward,log,corr,graph,-0.35336563420869516,0.008878481094928321
426,M427,yes,yes,2,linear,backward,log,r_distance,space,0.7499904832674233,0.0069540159076818655
427,M428,yes,yes,2,linear,backward,log,r_distance,graph,0.6085977593776567,0.007113258215183932
428,M429,yes,yes,2,linear,backward,log,r_cos,space,0.02013489449872152,0.02362258216045154
429,M430,yes,yes,2,linear,backward,log,r_cos,graph,0.004158287310130713,0.03252559311632902
430,M431,yes,yes,2,linear,backward,log,r_corr,space,0.5578771432921712,0.24740280812963722
431,M432,yes,yes,2,linear,backward,log,r_corr,graph,0.4979717414044691,0.19405365605673894
432,M433,yes,yes,2,linear,backward,log,cooc,space,0.48869364233406387,0.008845923838358015
433,M434,yes,yes,2,linear,backward,log,cooc,graph,0.767250356186939,0.011991302994345915
434,M435,yes,yes,2,linear,backward,ppmi,distance,space,0.7603490288122507,0.0040636099514807155
435,M436,yes,yes,2,linear,backward,ppmi,distance,graph,0.37244561031012824,0.01077607248121774
436,M437,yes,yes,2,linear,backward,ppmi,cos,space,0.7557368971904767,0.0034060923156531715
437,M438,yes,yes,2,linear,backward,ppmi,cos,graph,0.6497168350292319,0.006201440428861285
438,M439,yes,yes,2,linear,backward,ppmi,corr,space,0.003061563183011722,0.023596036524572192
439,M440,yes,yes,2,linear,backward,ppmi,corr,graph,0.1514482144095052,0.019239828565754433
440,M441,yes,yes,2,linear,backward,ppmi,r_distance,space,0.754181552912362,0.006520839262307535
441,M442,yes,yes,2,linear,backward,ppmi,r_distance,graph,0.4044053019896937,0.025016507833388008
442,M443,yes,yes,2,linear,backward,ppmi,r_cos,space,0.006810459861218079,0.07583900122400938
443,M444,yes,yes,2,linear,backward,ppmi,r_cos,graph,0.05574333170389273,0.022921469593202924
444,M445,yes,yes,2,linear,backward,ppmi,r_corr,space,0.3442533329161062,0.26471786516347806
445,M446,yes,yes,2,linear,backward,ppmi,r_corr,graph,0.3429282618269237,0.09855046351965387
446,M447,yes,yes,2,linear,backward,ppmi,cooc,space,0.48587474878749604,0.007600748713079993
447,M448,yes,yes,2,linear,backward,ppmi,cooc,graph,0.7889547894042352,0.00978943919037799
448,M449,yes,yes,2,linear,backward,non,distance,space,0.7141647218263796,0.011558433388884362
449,M450,yes,yes,2,linear,backward,non,distance,graph,0.694840914568198,0.017490029511284175
450,M451,yes,yes,2,linear,backward,non,cos,space,0.7235307887609718,0.0035865418297462166
451,M452,yes,yes,2,linear,backward,non,cos,graph,0.7011803822783438,0.011435594353828965
452,M453,yes,yes,2,linear,backward,non,corr,space,-0.1614803556997618,0.01564196771440612
453,M454,yes,yes,2,linear,backward,non,corr,graph,-0.23448865398457303,0.017677173223872945
454,M455,yes,yes,2,linear,backward,non,r_distance,space,0.7219085419477651,0.01509681510866392
455,M456,yes,yes,2,linear,backward,non,r_distance,graph,0.6475898149932441,0.029234296711140747
456,M457,yes,yes,2,linear,backward,non,r_cos,space,0.6912533012533423,0.011430139925423239
457,M458,yes,yes,2,linear,backward,non,r_cos,graph,0.6279433105872708,0.04345045069914956
458,M459,yes,yes,2,linear,backward,non,r_corr,space,0.7038037863569278,0.02427988965304049
459,M460,yes,yes,2,linear,backward,non,r_corr,graph,0.6492116164929767,0.03299849617250992
460,M461,yes,yes,2,linear,backward,non,cooc,space,0.49950448969314465,0.007473453320315087
461,M462,yes,yes,2,linear,backward,non,cooc,graph,0.6892919280650879,0.01863803283211192
462,M463,yes,yes,2,linear,summed,log,distance,space,0.7168701738570782,0.009152734072093226
463,M464,yes,yes,2,linear,summed,log,distance,graph,0.642326503424884,0.008101210776475052
464,M465,yes,yes,2,linear,summed,log,cos,space,0.734073759527199,0.010709041127987975
465,M466,yes,yes,2,linear,summed,log,cos,graph,0.6034821693041106,0.01171011002875474
466,M467,yes,yes,2,linear,summed,log,corr,space,-0.04920814200709188,0.018018352087477936
467,M468,yes,yes,2,linear,summed,log,corr,graph,-0.27551276699804517,0.01686566508202247
468,M469,yes,yes,2,linear,summed,log,r_distance,space,0.7381390395783937,0.009638794401997396
469,M470,yes,yes,2,linear,summed,log,r_distance,graph,0.6821443883792776,0.011993282194956075
470,M471,yes,yes,2,linear,summed,log,r_cos,space,-0.10135991736028208,0.007951550505935075
471,M472,yes,yes,2,linear,summed,log,r_cos,graph,-0.25403229432112495,0.0133030507741519
472,M473,yes,yes,2,linear,summed,log,r_corr,space,0.39318981490397864,0.18492811474144852
473,M474,yes,yes,2,linear,summed,log,r_corr,graph,0.142740442590958,0.13362738965086016
474,M475,yes,yes,2,linear,summed,log,cooc,space,0.7340765797821891,0.013617952581131918
475,M476,yes,yes,2,linear,summed,log,cooc,graph,0.7219199869075141,0.008713001771365768
476,M477,yes,yes,2,linear,summed,ppmi,distance,space,0.730996878736061,0.01067764153263766
477,M478,yes,yes,2,linear,summed,ppmi,distance,graph,0.3467803456972522,0.010268458549435214
478,M479,yes,yes,2,linear,summed,ppmi,cos,space,0.7505935050057274,0.004012100139418029
479,M480,yes,yes,2,linear,summed,ppmi,cos,graph,0.6775166993041288,0.006748737214502245
480,M481,yes,yes,2,linear,summed,ppmi,corr,space,-0.3858755982094797,0.025877048501031792
481,M482,yes,yes,2,linear,summed,ppmi,corr,graph,-0.1504520952847464,0.04495388055596765
482,M483,yes,yes,2,linear,summed,ppmi,r_distance,space,0.7412900744900341,0.018641958087878007
483,M484,yes,yes,2,linear,summed,ppmi,r_distance,graph,0.4650068232599812,0.022675026426683873
484,M485,yes,yes,2,linear,summed,ppmi,r_cos,space,0.5675566386466178,0.01538577902558854
485,M486,yes,yes,2,linear,summed,ppmi,r_cos,graph,0.3465464539882874,0.04657042060467471
486,M487,yes,yes,2,linear,summed,ppmi,r_corr,space,0.47871220696680544,0.03362098597671097
487,M488,yes,yes,2,linear,summed,ppmi,r_corr,graph,0.28339984082485187,0.0697180866292633
488,M489,yes,yes,2,linear,summed,ppmi,cooc,space,0.7504250755869303,0.013880521076703848
489,M490,yes,yes,2,linear,summed,ppmi,cooc,graph,0.4470677322319604,0.026957531241074365
490,M491,yes,yes,2,linear,summed,non,distance,space,0.7422920753003686,0.010117512667836273
491,M492,yes,yes,2,linear,summed,non,distance,graph,0.6876418652007759,0.023135048180168694
492,M493,yes,yes,2,linear,summed,non,cos,space,0.7393924624830475,0.01145672456180808
493,M494,yes,yes,2,linear,summed,non,cos,graph,0.7524699499021393,0.020681829380496054
494,M495,yes,yes,2,linear,summed,non,corr,space,0.7391627605267352,0.011711972730908606
495,M496,yes,yes,2,linear,summed,non,corr,graph,0.7426419777686993,0.021903262162999985
496,M497,yes,yes,2,linear,summed,non,r_distance,space,0.7009083204191724,0.008997176098071708
497,M498,yes,yes,2,linear,summed,non,r_distance,graph,0.634296625939921,0.027958551271815943
498,M499,yes,yes,2,linear,summed,non,r_cos,space,0.3302498769189245,0.028629100815818515
499,M500,yes,yes,2,linear,summed,non,r_cos,graph,0.3699918186320413,0.11001431414382723
500,M501,yes,yes,2,linear,summed,non,r_corr,space,0.4092222016168451,0.05835271045854787
501,M502,yes,yes,2,linear,summed,non,r_corr,graph,0.5932669239758054,0.08137430182788935
