,Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation,run,performance
24419,M228,yes,yes,1,linear,summed,ppmi,cos,graph,R9,0.6448633546196922
24420,M229,yes,yes,1,linear,summed,ppmi,corr,space,R9,-0.6841271461700248
24421,M230,yes,yes,1,linear,summed,ppmi,corr,graph,R9,-0.34088928259668105
24422,M231,yes,yes,1,linear,summed,ppmi,r_distance,space,R9,0.748793984559577
24423,M232,yes,yes,1,linear,summed,ppmi,r_distance,graph,R9,0.40375943672518294
24424,M233,yes,yes,1,linear,summed,ppmi,r_cos,space,R9,0.544699078445814
24425,M234,yes,yes,1,linear,summed,ppmi,r_cos,graph,R9,0.2872091016131907
24426,M235,yes,yes,1,linear,summed,ppmi,r_corr,space,R9,0.3241175171733315
24427,M236,yes,yes,1,linear,summed,ppmi,r_corr,graph,R9,0.319623654845186
24428,M237,yes,yes,1,linear,summed,ppmi,cooc,space,R9,0.761213695829973
24429,M238,yes,yes,1,linear,summed,ppmi,cooc,graph,R9,0.5174105683485641
24430,M239,yes,yes,1,linear,summed,non,distance,space,R9,0.6739036027108982
24431,M240,yes,yes,1,linear,summed,non,distance,graph,R9,0.6371968780721647
24432,M241,yes,yes,1,linear,summed,non,cos,space,R9,0.7538323021467483
24433,M242,yes,yes,1,linear,summed,non,cos,graph,R9,0.6456816575370866
24434,M243,yes,yes,1,linear,summed,non,corr,space,R9,-0.7159271675410348
24435,M244,yes,yes,1,linear,summed,non,corr,graph,R9,-0.3832259960705843
24436,M245,yes,yes,1,linear,summed,non,r_distance,space,R9,0.6740044009762486
24437,M246,yes,yes,1,linear,summed,non,r_distance,graph,R9,0.6444589874966795
24438,M247,yes,yes,1,linear,summed,non,r_cos,space,R9,-0.29288615968643866
24439,M248,yes,yes,1,linear,summed,non,r_cos,graph,R9,-0.31806574901336004
24440,M249,yes,yes,1,linear,summed,non,r_corr,space,R9,-0.325030006686972
24441,M250,yes,yes,1,linear,summed,non,r_corr,graph,R9,0.6591059528169569
24442,M251,yes,yes,1,linear,summed,non,cooc,space,R9,0.7821087049542472
24443,M252,yes,yes,1,linear,summed,non,cooc,graph,R9,0.3340792260632199
24444,M253,yes,yes,2,flat,forward,log,distance,space,R9,0.7291482176605578
24445,M254,yes,yes,2,flat,forward,log,distance,graph,R9,0.709966293730004
24446,M255,yes,yes,2,flat,forward,log,cos,space,R9,0.7309495906869883
24447,M256,yes,yes,2,flat,forward,log,cos,graph,R9,0.7011650586837643
24448,M257,yes,yes,2,flat,forward,log,corr,space,R9,0.7233362405375469
24449,M258,yes,yes,2,flat,forward,log,corr,graph,R9,0.5463722031282492
24450,M259,yes,yes,2,flat,forward,log,r_distance,space,R9,0.7059221383340059
24451,M260,yes,yes,2,flat,forward,log,r_distance,graph,R9,0.6474875877937806
24452,M261,yes,yes,2,flat,forward,log,r_cos,space,R9,0.00172128586069109
24453,M262,yes,yes,2,flat,forward,log,r_cos,graph,R9,0.0725867045259076
24454,M263,yes,yes,2,flat,forward,log,r_corr,space,R9,0.1909400373032911
24455,M264,yes,yes,2,flat,forward,log,r_corr,graph,R9,0.2892480453482813
24456,M265,yes,yes,2,flat,forward,log,cooc,space,R9,0.5723351180219954
24457,M266,yes,yes,2,flat,forward,log,cooc,graph,R9,0.6985864102178748
24458,M267,yes,yes,2,flat,forward,ppmi,distance,space,R9,0.7396165741160398
24459,M268,yes,yes,2,flat,forward,ppmi,distance,graph,R9,0.6158754239245542
24460,M269,yes,yes,2,flat,forward,ppmi,cos,space,R9,0.7490896099483676
24461,M270,yes,yes,2,flat,forward,ppmi,cos,graph,R9,0.7256945917936798
24462,M271,yes,yes,2,flat,forward,ppmi,corr,space,R9,-0.372737690123499
24463,M272,yes,yes,2,flat,forward,ppmi,corr,graph,R9,-0.23950093841151424
24464,M273,yes,yes,2,flat,forward,ppmi,r_distance,space,R9,0.7424575986922256
24465,M274,yes,yes,2,flat,forward,ppmi,r_distance,graph,R9,0.6678210039248608
24466,M275,yes,yes,2,flat,forward,ppmi,r_cos,space,R9,0.5115584460533968
24467,M276,yes,yes,2,flat,forward,ppmi,r_cos,graph,R9,0.488375983424225
24468,M277,yes,yes,2,flat,forward,ppmi,r_corr,space,R9,0.35591970134834205
24469,M278,yes,yes,2,flat,forward,ppmi,r_corr,graph,R9,0.4835788209721023
24470,M279,yes,yes,2,flat,forward,ppmi,cooc,space,R9,0.5850904188125484
24471,M280,yes,yes,2,flat,forward,ppmi,cooc,graph,R9,0.7773165828176714
24472,M281,yes,yes,2,flat,forward,non,distance,space,R9,0.7634796611856081
24473,M282,yes,yes,2,flat,forward,non,distance,graph,R9,0.6773230427769216
24474,M283,yes,yes,2,flat,forward,non,cos,space,R9,0.7639617903540892
24475,M284,yes,yes,2,flat,forward,non,cos,graph,R9,0.6484344311030387
24476,M285,yes,yes,2,flat,forward,non,corr,space,R9,0.7667520372235529
24477,M286,yes,yes,2,flat,forward,non,corr,graph,R9,0.5983759073598767
24478,M287,yes,yes,2,flat,forward,non,r_distance,space,R9,0.6975575956464555
24479,M288,yes,yes,2,flat,forward,non,r_distance,graph,R9,0.6303369050001475
24480,M289,yes,yes,2,flat,forward,non,r_cos,space,R9,0.21650090574951894
24481,M290,yes,yes,2,flat,forward,non,r_cos,graph,R9,0.04820113043489217
24482,M291,yes,yes,2,flat,forward,non,r_corr,space,R9,0.009544970443374464
24483,M292,yes,yes,2,flat,forward,non,r_corr,graph,R9,-0.3109283269175779
24484,M293,yes,yes,2,flat,forward,non,cooc,space,R9,0.6089270727504921
24485,M294,yes,yes,2,flat,forward,non,cooc,graph,R9,0.6960980261732781
24486,M295,yes,yes,2,flat,backward,log,distance,space,R9,0.7519112532678494
24487,M296,yes,yes,2,flat,backward,log,distance,graph,R9,0.6151725888435963
24488,M297,yes,yes,2,flat,backward,log,cos,space,R9,0.7569117252796062
24489,M298,yes,yes,2,flat,backward,log,cos,graph,R9,0.6032049171398836
24490,M299,yes,yes,2,flat,backward,log,corr,space,R9,-0.13817276482486365
24491,M300,yes,yes,2,flat,backward,log,corr,graph,R9,-0.35942173137162053
24492,M301,yes,yes,2,flat,backward,log,r_distance,space,R9,0.7498629954285637
24493,M302,yes,yes,2,flat,backward,log,r_distance,graph,R9,0.614782729923308
24494,M303,yes,yes,2,flat,backward,log,r_cos,space,R9,-0.041906846671317936
24495,M304,yes,yes,2,flat,backward,log,r_cos,graph,R9,-0.11382095770138762
24496,M305,yes,yes,2,flat,backward,log,r_corr,space,R9,0.6783149212639693
24497,M306,yes,yes,2,flat,backward,log,r_corr,graph,R9,0.586245139645053
24498,M307,yes,yes,2,flat,backward,log,cooc,space,R9,0.4772448841222087
24499,M308,yes,yes,2,flat,backward,log,cooc,graph,R9,0.7493927691151124
24500,M309,yes,yes,2,flat,backward,ppmi,distance,space,R9,0.7368413100898624
24501,M310,yes,yes,2,flat,backward,ppmi,distance,graph,R9,0.37262946965787513
24502,M311,yes,yes,2,flat,backward,ppmi,cos,space,R9,0.7522585082686659
24503,M312,yes,yes,2,flat,backward,ppmi,cos,graph,R9,0.6505812256968876
24504,M313,yes,yes,2,flat,backward,ppmi,corr,space,R9,0.12285881928885842
24505,M314,yes,yes,2,flat,backward,ppmi,corr,graph,R9,0.21698441170780253
24506,M315,yes,yes,2,flat,backward,ppmi,r_distance,space,R9,0.7539584944273986
24507,M316,yes,yes,2,flat,backward,ppmi,r_distance,graph,R9,0.44145788003080944
24508,M317,yes,yes,2,flat,backward,ppmi,r_cos,space,R9,-0.030278840081312132
24509,M318,yes,yes,2,flat,backward,ppmi,r_cos,graph,R9,0.05297012295048602
24510,M319,yes,yes,2,flat,backward,ppmi,r_corr,space,R9,0.43179452597398177
24511,M320,yes,yes,2,flat,backward,ppmi,r_corr,graph,R9,0.2754838021527675
24512,M321,yes,yes,2,flat,backward,ppmi,cooc,space,R9,0.4812406390756131
24513,M322,yes,yes,2,flat,backward,ppmi,cooc,graph,R9,0.7837093259309703
24514,M323,yes,yes,2,flat,backward,non,distance,space,R9,0.7109384654786247
24515,M324,yes,yes,2,flat,backward,non,distance,graph,R9,0.6693470664521093
24516,M325,yes,yes,2,flat,backward,non,cos,space,R9,0.7245792172768657
24517,M326,yes,yes,2,flat,backward,non,cos,graph,R9,0.6992963680436696
24518,M327,yes,yes,2,flat,backward,non,corr,space,R9,-0.17551405552685131
24519,M328,yes,yes,2,flat,backward,non,corr,graph,R9,-0.26289218224195915
24520,M329,yes,yes,2,flat,backward,non,r_distance,space,R9,0.7143668294144959
24521,M330,yes,yes,2,flat,backward,non,r_distance,graph,R9,0.639410502630203
24522,M331,yes,yes,2,flat,backward,non,r_cos,space,R9,0.6816787686065433
24523,M332,yes,yes,2,flat,backward,non,r_cos,graph,R9,0.6433128081833169
24524,M333,yes,yes,2,flat,backward,non,r_corr,space,R9,0.6808724855033665
24525,M334,yes,yes,2,flat,backward,non,r_corr,graph,R9,0.6868767283580776
24526,M335,yes,yes,2,flat,backward,non,cooc,space,R9,0.49084491294525445
24527,M336,yes,yes,2,flat,backward,non,cooc,graph,R9,0.6960980261732781
24528,M337,yes,yes,2,flat,summed,log,distance,space,R9,0.705632095796749
24529,M338,yes,yes,2,flat,summed,log,distance,graph,R9,0.6417045852887002
24530,M339,yes,yes,2,flat,summed,log,cos,space,R9,0.7338520044079312
24531,M340,yes,yes,2,flat,summed,log,cos,graph,R9,0.6036984942350407
24532,M341,yes,yes,2,flat,summed,log,corr,space,R9,0.08533162841952688
24533,M342,yes,yes,2,flat,summed,log,corr,graph,R9,-0.12813752416224444
24534,M343,yes,yes,2,flat,summed,log,r_distance,space,R9,0.7275361200997141
24535,M344,yes,yes,2,flat,summed,log,r_distance,graph,R9,0.6792140192719635
24536,M345,yes,yes,2,flat,summed,log,r_cos,space,R9,0.07955326618009434
24537,M346,yes,yes,2,flat,summed,log,r_cos,graph,R9,-0.11089642871848727
24538,M347,yes,yes,2,flat,summed,log,r_corr,space,R9,0.7533371794013665
24539,M348,yes,yes,2,flat,summed,log,r_corr,graph,R9,0.42402688643500924
24540,M349,yes,yes,2,flat,summed,log,cooc,space,R9,0.7450727775938059
24541,M350,yes,yes,2,flat,summed,log,cooc,graph,R9,0.7142791723881157
24542,M351,yes,yes,2,flat,summed,ppmi,distance,space,R9,0.7472228658689436
24543,M352,yes,yes,2,flat,summed,ppmi,distance,graph,R9,0.35875195718292463
24544,M353,yes,yes,2,flat,summed,ppmi,cos,space,R9,0.7459566494741516
24545,M354,yes,yes,2,flat,summed,ppmi,cos,graph,R9,0.5850106389264607
24546,M355,yes,yes,2,flat,summed,ppmi,corr,space,R9,-0.16045033753214974
24547,M356,yes,yes,2,flat,summed,ppmi,corr,graph,R9,-0.14667938812370618
24548,M357,yes,yes,2,flat,summed,ppmi,r_distance,space,R9,0.7430570698358644
24549,M358,yes,yes,2,flat,summed,ppmi,r_distance,graph,R9,0.4554108832167181
24550,M359,yes,yes,2,flat,summed,ppmi,r_cos,space,R9,0.5718226957987271
24551,M360,yes,yes,2,flat,summed,ppmi,r_cos,graph,R9,0.37949330245614143
24552,M361,yes,yes,2,flat,summed,ppmi,r_corr,space,R9,0.48954822414541166
24553,M362,yes,yes,2,flat,summed,ppmi,r_corr,graph,R9,0.3825441958885758
24554,M363,yes,yes,2,flat,summed,ppmi,cooc,space,R9,0.7543379708657603
24555,M364,yes,yes,2,flat,summed,ppmi,cooc,graph,R9,0.6474933928236593
24556,M365,yes,yes,2,flat,summed,non,distance,space,R9,0.7610976542694415
24557,M366,yes,yes,2,flat,summed,non,distance,graph,R9,0.7087059891188292
24558,M367,yes,yes,2,flat,summed,non,cos,space,R9,0.7569990484949604
24559,M368,yes,yes,2,flat,summed,non,cos,graph,R9,0.7476344433032245
24560,M369,yes,yes,2,flat,summed,non,corr,space,R9,0.7560919800038867
24561,M370,yes,yes,2,flat,summed,non,corr,graph,R9,0.7396169791668272
24562,M371,yes,yes,2,flat,summed,non,r_distance,space,R9,0.7391264397078783
24563,M372,yes,yes,2,flat,summed,non,r_distance,graph,R9,0.6672469489090812
24564,M373,yes,yes,2,flat,summed,non,r_cos,space,R9,0.673750318091973
24565,M374,yes,yes,2,flat,summed,non,r_cos,graph,R9,0.6235884273875781
24566,M375,yes,yes,2,flat,summed,non,r_corr,space,R9,0.6858445646396225
24567,M376,yes,yes,2,flat,summed,non,r_corr,graph,R9,0.6473806660932294
24568,M377,yes,yes,2,flat,summed,non,cooc,space,R9,0.7821087049542472
24569,M378,yes,yes,2,flat,summed,non,cooc,graph,R9,0.3434425721908546
24570,M379,yes,yes,2,linear,forward,log,distance,space,R9,0.7332267980977586
24571,M380,yes,yes,2,linear,forward,log,distance,graph,R9,0.7150474191175238
24572,M381,yes,yes,2,linear,forward,log,cos,space,R9,0.7309835788572981
24573,M382,yes,yes,2,linear,forward,log,cos,graph,R9,0.7011953034777376
24574,M383,yes,yes,2,linear,forward,log,corr,space,R9,0.6988307697440325
24575,M384,yes,yes,2,linear,forward,log,corr,graph,R9,0.4693992024661183
24576,M385,yes,yes,2,linear,forward,log,r_distance,space,R9,0.7035106597956413
24577,M386,yes,yes,2,linear,forward,log,r_distance,graph,R9,0.64994200560992
24578,M387,yes,yes,2,linear,forward,log,r_cos,space,R9,0.0041080439436513546
24579,M388,yes,yes,2,linear,forward,log,r_cos,graph,R9,-0.03783026505259192
24580,M389,yes,yes,2,linear,forward,log,r_corr,space,R9,0.19601560759662695
24581,M390,yes,yes,2,linear,forward,log,r_corr,graph,R9,0.24892183517556982
24582,M391,yes,yes,2,linear,forward,log,cooc,space,R9,0.5505286048625283
24583,M392,yes,yes,2,linear,forward,log,cooc,graph,R9,0.6995325235210308
24584,M393,yes,yes,2,linear,forward,ppmi,distance,space,R9,0.7258173769701772
24585,M394,yes,yes,2,linear,forward,ppmi,distance,graph,R9,0.6369251327628657
24586,M395,yes,yes,2,linear,forward,ppmi,cos,space,R9,0.7434948600969635
24587,M396,yes,yes,2,linear,forward,ppmi,cos,graph,R9,0.7205077806783906
24588,M397,yes,yes,2,linear,forward,ppmi,corr,space,R9,-0.4420984823204577
24589,M398,yes,yes,2,linear,forward,ppmi,corr,graph,R9,-0.2883336649095286
24590,M399,yes,yes,2,linear,forward,ppmi,r_distance,space,R9,0.7194361840798901
24591,M400,yes,yes,2,linear,forward,ppmi,r_distance,graph,R9,0.6627417871165294
24592,M401,yes,yes,2,linear,forward,ppmi,r_cos,space,R9,-0.1325926926851119
24593,M402,yes,yes,2,linear,forward,ppmi,r_cos,graph,R9,-0.06750814057087097
24594,M403,yes,yes,2,linear,forward,ppmi,r_corr,space,R9,0.010323380254614533
24595,M404,yes,yes,2,linear,forward,ppmi,r_corr,graph,R9,-0.10408130831831405
24596,M405,yes,yes,2,linear,forward,ppmi,cooc,space,R9,0.5903196436840377
24597,M406,yes,yes,2,linear,forward,ppmi,cooc,graph,R9,0.7818867435659956
24598,M407,yes,yes,2,linear,forward,non,distance,space,R9,0.7505774832207587
24599,M408,yes,yes,2,linear,forward,non,distance,graph,R9,0.6816211174833658
24600,M409,yes,yes,2,linear,forward,non,cos,space,R9,0.7646194741229783
24601,M410,yes,yes,2,linear,forward,non,cos,graph,R9,0.6669739265029332
24602,M411,yes,yes,2,linear,forward,non,corr,space,R9,0.7641686199587875
24603,M412,yes,yes,2,linear,forward,non,corr,graph,R9,0.5982931956939906
24604,M413,yes,yes,2,linear,forward,non,r_distance,space,R9,0.6809594812854253
24605,M414,yes,yes,2,linear,forward,non,r_distance,graph,R9,0.6371968780721647
24606,M415,yes,yes,2,linear,forward,non,r_cos,space,R9,0.2133565164056024
24607,M416,yes,yes,2,linear,forward,non,r_cos,graph,R9,0.2391059340753302
24608,M417,yes,yes,2,linear,forward,non,r_corr,space,R9,0.01586321000663757
24609,M418,yes,yes,2,linear,forward,non,r_corr,graph,R9,-0.28729716056230564
24610,M419,yes,yes,2,linear,forward,non,cooc,space,R9,0.6089270727504921
24611,M420,yes,yes,2,linear,forward,non,cooc,graph,R9,0.704377304018816
24612,M421,yes,yes,2,linear,backward,log,distance,space,R9,0.7519807042680127
24613,M422,yes,yes,2,linear,backward,log,distance,graph,R9,0.6090296735110158
24614,M423,yes,yes,2,linear,backward,log,cos,space,R9,0.7575715097811575
24615,M424,yes,yes,2,linear,backward,log,cos,graph,R9,0.5988730605109325
24616,M425,yes,yes,2,linear,backward,log,corr,space,R9,-0.1373393528229042
24617,M426,yes,yes,2,linear,backward,log,corr,graph,R9,-0.36438990592346854
24618,M427,yes,yes,2,linear,backward,log,r_distance,space,R9,0.7323247165226136
24619,M428,yes,yes,2,linear,backward,log,r_distance,graph,R9,0.6132100189060352
24620,M429,yes,yes,2,linear,backward,log,r_cos,space,R9,0.0075165604456186655
24621,M430,yes,yes,2,linear,backward,log,r_cos,graph,R9,0.006671133826440394
24622,M431,yes,yes,2,linear,backward,log,r_corr,space,R9,0.6729143974077574
24623,M432,yes,yes,2,linear,backward,log,r_corr,graph,R9,0.591274050679916
24624,M433,yes,yes,2,linear,backward,log,cooc,space,R9,0.47702900947146926
24625,M434,yes,yes,2,linear,backward,log,cooc,graph,R9,0.7512850556351937
24626,M435,yes,yes,2,linear,backward,ppmi,distance,space,R9,0.7570159017798511
24627,M436,yes,yes,2,linear,backward,ppmi,distance,graph,R9,0.37552546957416216
24628,M437,yes,yes,2,linear,backward,ppmi,cos,space,R9,0.7531266457707069
24629,M438,yes,yes,2,linear,backward,ppmi,cos,graph,R9,0.6437632944912214
24630,M439,yes,yes,2,linear,backward,ppmi,corr,space,R9,0.008785551520656071
24631,M440,yes,yes,2,linear,backward,ppmi,corr,graph,R9,0.14300021628791904
24632,M441,yes,yes,2,linear,backward,ppmi,r_distance,space,R9,0.7561733161462778
24633,M442,yes,yes,2,linear,backward,ppmi,r_distance,graph,R9,0.40894654760758864
24634,M443,yes,yes,2,linear,backward,ppmi,r_cos,space,R9,0.07265307235201239
24635,M444,yes,yes,2,linear,backward,ppmi,r_cos,graph,R9,0.04732621602194712
24636,M445,yes,yes,2,linear,backward,ppmi,r_corr,space,R9,0.42508892715582414
24637,M446,yes,yes,2,linear,backward,ppmi,r_corr,graph,R9,0.3240136354676124
24638,M447,yes,yes,2,linear,backward,ppmi,cooc,space,R9,0.47938530607543495
24639,M448,yes,yes,2,linear,backward,ppmi,cooc,graph,R9,0.7844062358724794
24640,M449,yes,yes,2,linear,backward,non,distance,space,R9,0.7000217092038117
24641,M450,yes,yes,2,linear,backward,non,distance,graph,R9,0.6803019347594981
24642,M451,yes,yes,2,linear,backward,non,cos,space,R9,0.7238565087804429
24643,M452,yes,yes,2,linear,backward,non,cos,graph,R9,0.695105805398498
24644,M453,yes,yes,2,linear,backward,non,corr,space,R9,-0.17668081113340156
24645,M454,yes,yes,2,linear,backward,non,corr,graph,R9,-0.24544217814672184
24646,M455,yes,yes,2,linear,backward,non,r_distance,space,R9,0.7334488628563428
24647,M456,yes,yes,2,linear,backward,non,r_distance,graph,R9,0.6273961315939498
24648,M457,yes,yes,2,linear,backward,non,r_cos,space,R9,0.7045906467884792
24649,M458,yes,yes,2,linear,backward,non,r_cos,graph,R9,0.6238722314278047
24650,M459,yes,yes,2,linear,backward,non,r_corr,space,R9,0.6989466650662428
24651,M460,yes,yes,2,linear,backward,non,r_corr,graph,R9,0.6528438938675886
24652,M461,yes,yes,2,linear,backward,non,cooc,space,R9,0.49084491294525445
24653,M462,yes,yes,2,linear,backward,non,cooc,graph,R9,0.704377304018816
24654,M463,yes,yes,2,linear,summed,log,distance,space,R9,0.710637770062304
24655,M464,yes,yes,2,linear,summed,log,distance,graph,R9,0.6321025485943719
24656,M465,yes,yes,2,linear,summed,log,cos,space,R9,0.7354645706142844
24657,M466,yes,yes,2,linear,summed,log,cos,graph,R9,0.5990866785813609
24658,M467,yes,yes,2,linear,summed,log,corr,space,R9,-0.0481082251562057
24659,M468,yes,yes,2,linear,summed,log,corr,graph,R9,-0.2695192368683901
24660,M469,yes,yes,2,linear,summed,log,r_distance,space,R9,0.7322058430722789
24661,M470,yes,yes,2,linear,summed,log,r_distance,graph,R9,0.6818628569807437
24662,M471,yes,yes,2,linear,summed,log,r_cos,space,R9,-0.11046078513519857
24663,M472,yes,yes,2,linear,summed,log,r_cos,graph,R9,-0.26599533670224496
24664,M473,yes,yes,2,linear,summed,log,r_corr,space,R9,0.49804779185806536
24665,M474,yes,yes,2,linear,summed,log,r_corr,graph,R9,-0.004422612960195591
24666,M475,yes,yes,2,linear,summed,log,cooc,space,R9,0.7279392616513026
24667,M476,yes,yes,2,linear,summed,log,cooc,graph,R9,0.7162189912970321
24668,M477,yes,yes,2,linear,summed,ppmi,distance,space,R9,0.7288127350130772
24669,M478,yes,yes,2,linear,summed,ppmi,distance,graph,R9,0.36447533866082477
24670,M479,yes,yes,2,linear,summed,ppmi,cos,space,R9,0.7422147131577486
24671,M480,yes,yes,2,linear,summed,ppmi,cos,graph,R9,0.6745214720368538
24672,M481,yes,yes,2,linear,summed,ppmi,corr,space,R9,-0.4007898925373841
24673,M482,yes,yes,2,linear,summed,ppmi,corr,graph,R9,-0.1375976588364596
24674,M483,yes,yes,2,linear,summed,ppmi,r_distance,space,R9,0.7439641383269381
24675,M484,yes,yes,2,linear,summed,ppmi,r_distance,graph,R9,0.46624273741869443
24676,M485,yes,yes,2,linear,summed,ppmi,r_cos,space,R9,0.5713523639885408
24677,M486,yes,yes,2,linear,summed,ppmi,r_cos,graph,R9,0.39013595396463346
24678,M487,yes,yes,2,linear,summed,ppmi,r_corr,space,R9,0.5185744158597704
24679,M488,yes,yes,2,linear,summed,ppmi,r_corr,graph,R9,0.36381312923362974
24680,M489,yes,yes,2,linear,summed,ppmi,cooc,space,R9,0.7584270874305759
24681,M490,yes,yes,2,linear,summed,ppmi,cooc,graph,R9,0.446337268604299
24682,M491,yes,yes,2,linear,summed,non,distance,space,R9,0.7418140500518003
24683,M492,yes,yes,2,linear,summed,non,distance,graph,R9,0.6912829851890785
24684,M493,yes,yes,2,linear,summed,non,cos,space,R9,0.7493729541440813
24685,M494,yes,yes,2,linear,summed,non,cos,graph,R9,0.7520807066001057
24686,M495,yes,yes,2,linear,summed,non,corr,space,R9,0.7487346466873998
24687,M496,yes,yes,2,linear,summed,non,corr,graph,R9,0.7400190348904814
24688,M497,yes,yes,2,linear,summed,non,r_distance,space,R9,0.6982747624802622
24689,M498,yes,yes,2,linear,summed,non,r_distance,graph,R9,0.6516377266966261
24690,M499,yes,yes,2,linear,summed,non,r_cos,space,R9,0.3284595791565804
24691,M500,yes,yes,2,linear,summed,non,r_cos,graph,R9,0.4229389709474745
24692,M501,yes,yes,2,linear,summed,non,r_corr,space,R9,0.4433549213592505
24693,M502,yes,yes,2,linear,summed,non,r_corr,graph,R9,0.6168244310955143
24694,M503,yes,yes,2,linear,summed,non,cooc,space,R9,0.7821087049542472
24695,M504,yes,yes,2,linear,summed,non,cooc,graph,R9,0.3434425721908546
24696,M505,yes,yes,7,flat,forward,log,distance,space,R9,0.7286383951059078
24697,M506,yes,yes,7,flat,forward,log,distance,graph,R9,0.708423809237364
24698,M507,yes,yes,7,flat,forward,log,cos,space,R9,0.7303378036214081
24699,M508,yes,yes,7,flat,forward,log,cos,graph,R9,0.7006206523922442
24700,M509,yes,yes,7,flat,forward,log,corr,space,R9,0.7218407610439066
24701,M510,yes,yes,7,flat,forward,log,corr,graph,R9,0.5647005482760886
24702,M511,yes,yes,7,flat,forward,log,r_distance,space,R9,0.7052261000149418
24703,M512,yes,yes,7,flat,forward,log,r_distance,graph,R9,0.5867021376769983
24704,M513,yes,yes,7,flat,forward,log,r_cos,space,R9,0.0031993120507950576
24705,M514,yes,yes,7,flat,forward,log,r_cos,graph,R9,0.15783156100205
24706,M515,yes,yes,7,flat,forward,log,r_corr,space,R9,0.19698504541450593
24707,M516,yes,yes,7,flat,forward,log,r_corr,graph,R9,0.2625426430637026
24708,M517,yes,yes,7,flat,forward,log,cooc,space,R9,0.572420970436009
24709,M518,yes,yes,7,flat,forward,log,cooc,graph,R9,0.6967887949418782
24710,M519,yes,yes,7,flat,forward,ppmi,distance,space,R9,0.7266330930576175
24711,M520,yes,yes,7,flat,forward,ppmi,distance,graph,R9,0.6547997895226457
24712,M521,yes,yes,7,flat,forward,ppmi,cos,space,R9,0.7481277789433654
24713,M522,yes,yes,7,flat,forward,ppmi,cos,graph,R9,0.7247932753728968
24714,M523,yes,yes,7,flat,forward,ppmi,corr,space,R9,-0.42762565191861257
24715,M524,yes,yes,7,flat,forward,ppmi,corr,graph,R9,-0.22578597082355836
24716,M525,yes,yes,7,flat,forward,ppmi,r_distance,space,R9,0.7221466545766967
24717,M526,yes,yes,7,flat,forward,ppmi,r_distance,graph,R9,0.6628043866466055
24718,M527,yes,yes,7,flat,forward,ppmi,r_cos,space,R9,-0.07259794602588064
24719,M528,yes,yes,7,flat,forward,ppmi,r_cos,graph,R9,-0.06415198871233392
24720,M529,yes,yes,7,flat,forward,ppmi,r_corr,space,R9,0.0488071533216487
24721,M530,yes,yes,7,flat,forward,ppmi,r_corr,graph,R9,-0.19619162017784172
24722,M531,yes,yes,7,flat,forward,ppmi,cooc,space,R9,0.5747890457661821
24723,M532,yes,yes,7,flat,forward,ppmi,cooc,graph,R9,0.7801148691118777
24724,M533,yes,yes,7,flat,forward,non,distance,space,R9,0.7200692082413752
24725,M534,yes,yes,7,flat,forward,non,distance,graph,R9,0.6467603573696019
24726,M535,yes,yes,7,flat,forward,non,cos,space,R9,0.7581465386307354
24727,M536,yes,yes,7,flat,forward,non,cos,graph,R9,0.663319040726804
24728,M537,yes,yes,7,flat,forward,non,corr,space,R9,0.7518198952643766
24729,M538,yes,yes,7,flat,forward,non,corr,graph,R9,0.6119992265491335
24730,M539,yes,yes,7,flat,forward,non,r_distance,space,R9,0.6891577402005901
24731,M540,yes,yes,7,flat,forward,non,r_distance,graph,R9,0.6225307287457831
24732,M541,yes,yes,7,flat,forward,non,r_cos,space,R9,0.449700720599783
24733,M542,yes,yes,7,flat,forward,non,r_cos,graph,R9,0.13846424159953694
24734,M543,yes,yes,7,flat,forward,non,r_corr,space,R9,0.15974986994853857
24735,M544,yes,yes,7,flat,forward,non,r_corr,graph,R9,-0.040225814758785845
24736,M545,yes,yes,7,flat,forward,non,cooc,space,R9,0.6089270727504921
24737,M546,yes,yes,7,flat,forward,non,cooc,graph,R9,0.697872157140179
24738,M547,yes,yes,7,flat,backward,log,distance,space,R9,0.7519112532678494
24739,M548,yes,yes,7,flat,backward,log,distance,graph,R9,0.6151725888435963
24740,M549,yes,yes,7,flat,backward,log,cos,space,R9,0.7569117252796062
24741,M550,yes,yes,7,flat,backward,log,cos,graph,R9,0.6040614989591677
24742,M551,yes,yes,7,flat,backward,log,corr,space,R9,-0.13817276482486365
24743,M552,yes,yes,7,flat,backward,log,corr,graph,R9,-0.35942173137162053
24744,M553,yes,yes,7,flat,backward,log,r_distance,space,R9,0.748604950348425
24745,M554,yes,yes,7,flat,backward,log,r_distance,graph,R9,0.6179631947174598
24746,M555,yes,yes,7,flat,backward,log,r_cos,space,R9,-0.009852817386948463
24747,M556,yes,yes,7,flat,backward,log,r_cos,graph,R9,-0.010276071731255132
24748,M557,yes,yes,7,flat,backward,log,r_corr,space,R9,0.6809941851508581
24749,M558,yes,yes,7,flat,backward,log,r_corr,graph,R9,0.6059482272776895
24750,M559,yes,yes,7,flat,backward,log,cooc,space,R9,0.4772448841222087
24751,M560,yes,yes,7,flat,backward,log,cooc,graph,R9,0.7489826918215596
24752,M561,yes,yes,7,flat,backward,ppmi,distance,space,R9,0.7576756862814025
24753,M562,yes,yes,7,flat,backward,ppmi,distance,graph,R9,0.38634287426340747
