,Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation,run,performance
10146,M1075,yes,no,2,flat,backward,ppmi,r_corr,space,R4,0.6852553643760878
10147,M1076,yes,no,2,flat,backward,ppmi,r_corr,graph,R4,0.5259071817086113
10148,M1077,yes,no,2,flat,backward,ppmi,cooc,space,R4,0.6136199459168462
10149,M1078,yes,no,2,flat,backward,ppmi,cooc,graph,R4,0.7767913433475007
10150,M1079,yes,no,2,flat,backward,non,distance,space,R4,0.7166055722640388
10151,M1080,yes,no,2,flat,backward,non,distance,graph,R4,0.6818212368852156
10152,M1081,yes,no,2,flat,backward,non,cos,space,R4,0.7164255464599241
10153,M1082,yes,no,2,flat,backward,non,cos,graph,R4,0.7252440172108783
10154,M1083,yes,no,2,flat,backward,non,corr,space,R4,0.6975742729719273
10155,M1084,yes,no,2,flat,backward,non,corr,graph,R4,0.6899549402041898
10156,M1085,yes,no,2,flat,backward,non,r_distance,space,R4,0.7138794672303038
10157,M1086,yes,no,2,flat,backward,non,r_distance,graph,R4,0.6151971692546842
10158,M1087,yes,no,2,flat,backward,non,r_cos,space,R4,0.7168113160401696
10159,M1088,yes,no,2,flat,backward,non,r_cos,graph,R4,0.7377268910309653
10160,M1089,yes,no,2,flat,backward,non,r_corr,space,R4,0.713185081985862
10161,M1090,yes,no,2,flat,backward,non,r_corr,graph,R4,0.7406007995370029
10162,M1091,yes,no,2,flat,backward,non,cooc,space,R4,0.6463329014923417
10163,M1092,yes,no,2,flat,backward,non,cooc,graph,R4,0.656035431585621
10164,M1093,yes,no,2,flat,summed,log,distance,space,R4,0.7207461657586737
10165,M1094,yes,no,2,flat,summed,log,distance,graph,R4,0.673344110537218
10166,M1095,yes,no,2,flat,summed,log,cos,space,R4,0.7251439389734724
10167,M1096,yes,no,2,flat,summed,log,cos,graph,R4,0.6216318323248061
10168,M1097,yes,no,2,flat,summed,log,corr,space,R4,0.01756537488717838
10169,M1098,yes,no,2,flat,summed,log,corr,graph,R4,-0.011188360787655704
10170,M1099,yes,no,2,flat,summed,log,r_distance,space,R4,0.7171713676483986
10171,M1100,yes,no,2,flat,summed,log,r_distance,graph,R4,0.716615412194161
10172,M1101,yes,no,2,flat,summed,log,r_cos,space,R4,0.21014154934573143
10173,M1102,yes,no,2,flat,summed,log,r_cos,graph,R4,0.22011608670770785
10174,M1103,yes,no,2,flat,summed,log,r_corr,space,R4,0.6891387781505591
10175,M1104,yes,no,2,flat,summed,log,r_corr,graph,R4,0.5911756321193136
10176,M1105,yes,no,2,flat,summed,log,cooc,space,R4,0.7463869838589912
10177,M1106,yes,no,2,flat,summed,log,cooc,graph,R4,0.6788699338755575
10178,M1107,yes,no,2,flat,summed,ppmi,distance,space,R4,0.7465412916910894
10179,M1108,yes,no,2,flat,summed,ppmi,distance,graph,R4,0.33971767528915825
10180,M1109,yes,no,2,flat,summed,ppmi,cos,space,R4,0.7367339523608025
10181,M1110,yes,no,2,flat,summed,ppmi,cos,graph,R4,0.5855148234947524
10182,M1111,yes,no,2,flat,summed,ppmi,corr,space,R4,-0.21772835109055955
10183,M1112,yes,no,2,flat,summed,ppmi,corr,graph,R4,-0.17807387799674315
10184,M1113,yes,no,2,flat,summed,ppmi,r_distance,space,R4,0.7468756253273021
10185,M1114,yes,no,2,flat,summed,ppmi,r_distance,graph,R4,0.431050126113107
10186,M1115,yes,no,2,flat,summed,ppmi,r_cos,space,R4,0.6115733745491975
10187,M1116,yes,no,2,flat,summed,ppmi,r_cos,graph,R4,0.3082312059965957
10188,M1117,yes,no,2,flat,summed,ppmi,r_corr,space,R4,0.5374798971700454
10189,M1118,yes,no,2,flat,summed,ppmi,r_corr,graph,R4,0.3575214481095797
10190,M1119,yes,no,2,flat,summed,ppmi,cooc,space,R4,0.7043550388001449
10191,M1120,yes,no,2,flat,summed,ppmi,cooc,graph,R4,0.6573478052003082
10192,M1121,yes,no,2,flat,summed,non,distance,space,R4,0.7452811110622873
10193,M1122,yes,no,2,flat,summed,non,distance,graph,R4,0.6477500574268458
10194,M1123,yes,no,2,flat,summed,non,cos,space,R4,0.7193573952697899
10195,M1124,yes,no,2,flat,summed,non,cos,graph,R4,0.7555668136439155
10196,M1125,yes,no,2,flat,summed,non,corr,space,R4,0.7238323224006377
10197,M1126,yes,no,2,flat,summed,non,corr,graph,R4,0.7596878899921959
10198,M1127,yes,no,2,flat,summed,non,r_distance,space,R4,0.717685727088726
10199,M1128,yes,no,2,flat,summed,non,r_distance,graph,R4,0.6130101068066934
10200,M1129,yes,no,2,flat,summed,non,r_cos,space,R4,0.31674254335357094
10201,M1130,yes,no,2,flat,summed,non,r_cos,graph,R4,0.2645441817255717
10202,M1131,yes,no,2,flat,summed,non,r_corr,space,R4,-0.2759795577076299
10203,M1132,yes,no,2,flat,summed,non,r_corr,graph,R4,-0.3827178535021355
10204,M1133,yes,no,2,flat,summed,non,cooc,space,R4,0.7754687931727072
10205,M1134,yes,no,2,flat,summed,non,cooc,graph,R4,0.3328811212686561
10206,M1135,yes,no,2,linear,forward,log,distance,space,R4,0.7304932771528767
10207,M1136,yes,no,2,linear,forward,log,distance,graph,R4,0.585409740210974
10208,M1137,yes,no,2,linear,forward,log,cos,space,R4,0.707295666394114
10209,M1138,yes,no,2,linear,forward,log,cos,graph,R4,0.6976367711165545
10210,M1139,yes,no,2,linear,forward,log,corr,space,R4,0.24768978848962664
10211,M1140,yes,no,2,linear,forward,log,corr,graph,R4,0.2441376238430785
10212,M1141,yes,no,2,linear,forward,log,r_distance,space,R4,0.6991687872369421
10213,M1142,yes,no,2,linear,forward,log,r_distance,graph,R4,0.7179348796214613
10214,M1143,yes,no,2,linear,forward,log,r_cos,space,R4,0.15891134908912918
10215,M1144,yes,no,2,linear,forward,log,r_cos,graph,R4,0.16831343401397403
10216,M1145,yes,no,2,linear,forward,log,r_corr,space,R4,-0.5313333018581338
10217,M1146,yes,no,2,linear,forward,log,r_corr,graph,R4,-0.05617677758971555
10218,M1147,yes,no,2,linear,forward,log,cooc,space,R4,0.5447252554970506
10219,M1148,yes,no,2,linear,forward,log,cooc,graph,R4,0.7742389796414031
10220,M1149,yes,no,2,linear,forward,ppmi,distance,space,R4,0.7245524256170959
10221,M1150,yes,no,2,linear,forward,ppmi,distance,graph,R4,0.3770784858676467
10222,M1151,yes,no,2,linear,forward,ppmi,cos,space,R4,0.7457371693543519
10223,M1152,yes,no,2,linear,forward,ppmi,cos,graph,R4,0.41230177174794347
10224,M1153,yes,no,2,linear,forward,ppmi,corr,space,R4,-0.36365212431142363
10225,M1154,yes,no,2,linear,forward,ppmi,corr,graph,R4,-0.1431170286214182
10226,M1155,yes,no,2,linear,forward,ppmi,r_distance,space,R4,0.7376943093174594
10227,M1156,yes,no,2,linear,forward,ppmi,r_distance,graph,R4,0.5111399914606068
10228,M1157,yes,no,2,linear,forward,ppmi,r_cos,space,R4,0.5489501126893449
10229,M1158,yes,no,2,linear,forward,ppmi,r_cos,graph,R4,0.37433110163545985
10230,M1159,yes,no,2,linear,forward,ppmi,r_corr,space,R4,0.5664383336604741
10231,M1160,yes,no,2,linear,forward,ppmi,r_corr,graph,R4,0.39388813939352685
10232,M1161,yes,no,2,linear,forward,ppmi,cooc,space,R4,0.5741421797230419
10233,M1162,yes,no,2,linear,forward,ppmi,cooc,graph,R4,0.7869468572863066
10234,M1163,yes,no,2,linear,forward,non,distance,space,R4,0.7526621690309846
10235,M1164,yes,no,2,linear,forward,non,distance,graph,R4,0.6579081491274312
10236,M1165,yes,no,2,linear,forward,non,cos,space,R4,0.7449982133701074
10237,M1166,yes,no,2,linear,forward,non,cos,graph,R4,0.44511239540680025
10238,M1167,yes,no,2,linear,forward,non,corr,space,R4,0.7449982133701074
10239,M1168,yes,no,2,linear,forward,non,corr,graph,R4,0.4448231970665701
10240,M1169,yes,no,2,linear,forward,non,r_distance,space,R4,0.7052125106607883
10241,M1170,yes,no,2,linear,forward,non,r_distance,graph,R4,0.62358392112136
10242,M1171,yes,no,2,linear,forward,non,r_cos,space,R4,0.5987401065130306
10243,M1172,yes,no,2,linear,forward,non,r_cos,graph,R4,0.4648863319200399
10244,M1173,yes,no,2,linear,forward,non,r_corr,space,R4,0.7378743351215739
10245,M1174,yes,no,2,linear,forward,non,r_corr,graph,R4,0.5791739009997605
10246,M1175,yes,no,2,linear,forward,non,cooc,space,R4,0.5962266576943643
10247,M1176,yes,no,2,linear,forward,non,cooc,graph,R4,0.6666789081384542
10248,M1177,yes,no,2,linear,backward,log,distance,space,R4,0.7266355813504216
10249,M1178,yes,no,2,linear,backward,log,distance,graph,R4,0.5917178790072453
10250,M1179,yes,no,2,linear,backward,log,cos,space,R4,0.7286158651956819
10251,M1180,yes,no,2,linear,backward,log,cos,graph,R4,0.5683488400680038
10252,M1181,yes,no,2,linear,backward,log,corr,space,R4,0.1018431691848117
10253,M1182,yes,no,2,linear,backward,log,corr,graph,R4,0.0950739543506769
10254,M1183,yes,no,2,linear,backward,log,r_distance,space,R4,0.7343509729553317
10255,M1184,yes,no,2,linear,backward,log,r_distance,graph,R4,0.6405381738173551
10256,M1185,yes,no,2,linear,backward,log,r_cos,space,R4,0.6189287145458784
10257,M1186,yes,no,2,linear,backward,log,r_cos,graph,R4,0.5061332451953716
10258,M1187,yes,no,2,linear,backward,log,r_corr,space,R4,0.40891575506022876
10259,M1188,yes,no,2,linear,backward,log,r_corr,graph,R4,0.4628438686421642
10260,M1189,yes,no,2,linear,backward,log,cooc,space,R4,0.6107392180491696
10261,M1190,yes,no,2,linear,backward,log,cooc,graph,R4,0.7422756922844329
10262,M1191,yes,no,2,linear,backward,ppmi,distance,space,R4,0.7478271902919077
10263,M1192,yes,no,2,linear,backward,ppmi,distance,graph,R4,0.33772943670007566
10264,M1193,yes,no,2,linear,backward,ppmi,cos,space,R4,0.7490078207582456
10265,M1194,yes,no,2,linear,backward,ppmi,cos,graph,R4,0.6023005748624091
10266,M1195,yes,no,2,linear,backward,ppmi,corr,space,R4,-0.24460363184766265
10267,M1196,yes,no,2,linear,backward,ppmi,corr,graph,R4,-0.3876523001823132
10268,M1197,yes,no,2,linear,backward,ppmi,r_distance,space,R4,0.7375400014853611
10269,M1198,yes,no,2,linear,backward,ppmi,r_distance,graph,R4,0.38494106574265513
10270,M1199,yes,no,2,linear,backward,ppmi,r_cos,space,R4,0.5448352371667262
10271,M1200,yes,no,2,linear,backward,ppmi,r_cos,graph,R4,0.469838853496482
10272,M1201,yes,no,2,linear,backward,ppmi,r_corr,space,R4,0.44276060623376723
10273,M1202,yes,no,2,linear,backward,ppmi,r_corr,graph,R4,0.38664010599150755
10274,M1203,yes,no,2,linear,backward,ppmi,cooc,space,R4,0.5815451556994464
10275,M1204,yes,no,2,linear,backward,ppmi,cooc,graph,R4,0.7869468572863066
10276,M1205,yes,no,2,linear,backward,non,distance,space,R4,0.7043638175842482
10277,M1206,yes,no,2,linear,backward,non,distance,graph,R4,0.6767241161386583
10278,M1207,yes,no,2,linear,backward,non,cos,space,R4,0.7096617198196197
10279,M1208,yes,no,2,linear,backward,non,cos,graph,R4,0.723143146779322
10280,M1209,yes,no,2,linear,backward,non,corr,space,R4,0.6702103507465134
10281,M1210,yes,no,2,linear,backward,non,corr,graph,R4,0.6834841273415392
10282,M1211,yes,no,2,linear,backward,non,r_distance,space,R4,0.7141109289784511
10283,M1212,yes,no,2,linear,backward,non,r_distance,graph,R4,0.6517084597087465
10284,M1213,yes,no,2,linear,backward,non,r_cos,space,R4,0.7111019262525363
10285,M1214,yes,no,2,linear,backward,non,r_cos,graph,R4,0.7426974875036719
10286,M1215,yes,no,2,linear,backward,non,r_corr,space,R4,0.7144709805866803
10287,M1216,yes,no,2,linear,backward,non,r_corr,graph,R4,0.650660115725412
10288,M1217,yes,no,2,linear,backward,non,cooc,space,R4,0.6463329014923417
10289,M1218,yes,no,2,linear,backward,non,cooc,graph,R4,0.6666789081384542
10290,M1219,yes,no,2,linear,summed,log,distance,space,R4,0.7201032164582645
10291,M1220,yes,no,2,linear,summed,log,distance,graph,R4,0.6568959549366257
10292,M1221,yes,no,2,linear,summed,log,cos,space,R4,0.7265841454063888
10293,M1222,yes,no,2,linear,summed,log,cos,graph,R4,0.6071719153132963
10294,M1223,yes,no,2,linear,summed,log,corr,space,R4,-0.03826834236035349
10295,M1224,yes,no,2,linear,summed,log,corr,graph,R4,-0.10476209874838847
10296,M1225,yes,no,2,linear,summed,log,r_distance,space,R4,0.7140594930344184
10297,M1226,yes,no,2,linear,summed,log,r_distance,graph,R4,0.7128377588749042
10298,M1227,yes,no,2,linear,summed,log,r_cos,space,R4,0.2744879153306806
10299,M1228,yes,no,2,linear,summed,log,r_cos,graph,R4,0.2023303887835508
10300,M1229,yes,no,2,linear,summed,log,r_corr,space,R4,0.7334765619067751
10301,M1230,yes,no,2,linear,summed,log,r_corr,graph,R4,0.531492324654307
10302,M1231,yes,no,2,linear,summed,log,cooc,space,R4,0.7460012142787456
10303,M1232,yes,no,2,linear,summed,log,cooc,graph,R4,0.6808712591320457
10304,M1233,yes,no,2,linear,summed,ppmi,distance,space,R4,0.7430950834408963
10305,M1234,yes,no,2,linear,summed,ppmi,distance,graph,R4,0.33733178898225913
10306,M1235,yes,no,2,linear,summed,ppmi,cos,space,R4,0.7388773360302122
10307,M1236,yes,no,2,linear,summed,ppmi,cos,graph,R4,0.6164262622006625
10308,M1237,yes,no,2,linear,summed,ppmi,corr,space,R4,-0.26504941960067413
10309,M1238,yes,no,2,linear,summed,ppmi,corr,graph,R4,-0.22385759023443602
10310,M1239,yes,no,2,linear,summed,ppmi,r_distance,space,R4,0.7431979553289617
10311,M1240,yes,no,2,linear,summed,ppmi,r_distance,graph,R4,0.46060258150538014
10312,M1241,yes,no,2,linear,summed,ppmi,r_cos,space,R4,0.5960140014792957
10313,M1242,yes,no,2,linear,summed,ppmi,r_cos,graph,R4,0.2875896744626655
10314,M1243,yes,no,2,linear,summed,ppmi,r_corr,space,R4,0.5922077416208734
10315,M1244,yes,no,2,linear,summed,ppmi,r_corr,graph,R4,0.2876438991514586
10316,M1245,yes,no,2,linear,summed,ppmi,cooc,space,R4,0.7414152997550074
10317,M1246,yes,no,2,linear,summed,ppmi,cooc,graph,R4,0.7010170314393095
10318,M1247,yes,no,2,linear,summed,non,distance,space,R4,0.738388694561901
10319,M1248,yes,no,2,linear,summed,non,distance,graph,R4,0.6843878721547587
10320,M1249,yes,no,2,linear,summed,non,cos,space,R4,0.7262755297421926
10321,M1250,yes,no,2,linear,summed,non,cos,graph,R4,0.7805101704887699
10322,M1251,yes,no,2,linear,summed,non,corr,space,R4,0.7261212219100943
10323,M1252,yes,no,2,linear,summed,non,corr,graph,R4,0.776081820903995
10324,M1253,yes,no,2,linear,summed,non,r_distance,space,R4,0.7089673345751779
10325,M1254,yes,no,2,linear,summed,non,r_distance,graph,R4,0.6146006976779596
10326,M1255,yes,no,2,linear,summed,non,r_cos,space,R4,0.6239951550331025
10327,M1256,yes,no,2,linear,summed,non,r_cos,graph,R4,0.5904526362687381
10328,M1257,yes,no,2,linear,summed,non,r_corr,space,R4,0.6995288388451713
10329,M1258,yes,no,2,linear,summed,non,r_corr,graph,R4,0.6737598331512988
10330,M1259,yes,no,2,linear,summed,non,cooc,space,R4,0.7761765564210727
10331,M1260,yes,no,2,linear,summed,non,cooc,graph,R4,0.3334931292073743
10332,M1261,yes,no,7,flat,forward,log,distance,space,R4,0.7539480676318029
10333,M1262,yes,no,7,flat,forward,log,distance,graph,R4,0.5460787659396674
10334,M1263,yes,no,7,flat,forward,log,cos,space,R4,0.7540252215478521
10335,M1264,yes,no,7,flat,forward,log,cos,graph,R4,0.5598156871006017
10336,M1265,yes,no,7,flat,forward,log,corr,space,R4,0.7315477140055477
10337,M1266,yes,no,7,flat,forward,log,corr,graph,R4,0.5812163642776362
10338,M1267,yes,no,7,flat,forward,log,r_distance,space,R4,0.7468241893832693
10339,M1268,yes,no,7,flat,forward,log,r_distance,graph,R4,0.5708594487181423
10340,M1269,yes,no,7,flat,forward,log,r_cos,space,R4,0.5496959338778196
10341,M1270,yes,no,7,flat,forward,log,r_cos,graph,R4,0.39988900495330343
10342,M1271,yes,no,7,flat,forward,log,r_corr,space,R4,0.5454010325510863
10343,M1272,yes,no,7,flat,forward,log,r_corr,graph,R4,0.42445278897660565
10344,M1273,yes,no,7,flat,forward,log,cooc,space,R4,0.6736005374966584
10345,M1274,yes,no,7,flat,forward,log,cooc,graph,R4,0.6346777710915332
10346,M1275,yes,no,7,flat,forward,ppmi,distance,space,R4,0.7517363220383955
10347,M1276,yes,no,7,flat,forward,ppmi,distance,graph,R4,0.5888801202937364
10348,M1277,yes,no,7,flat,forward,ppmi,cos,space,R4,0.7359969231643791
10349,M1278,yes,no,7,flat,forward,ppmi,cos,graph,R4,0.6423282024532582
10350,M1279,yes,no,7,flat,forward,ppmi,corr,space,R4,0.30056593895527633
10351,M1280,yes,no,7,flat,forward,ppmi,corr,graph,R4,0.09469438152912477
10352,M1281,yes,no,7,flat,forward,ppmi,r_distance,space,R4,0.731779175753695
10353,M1282,yes,no,7,flat,forward,ppmi,r_distance,graph,R4,0.5615328022457186
10354,M1283,yes,no,7,flat,forward,ppmi,r_cos,space,R4,0.6071498833623825
10355,M1284,yes,no,7,flat,forward,ppmi,r_cos,graph,R4,0.3165456582782138
10356,M1285,yes,no,7,flat,forward,ppmi,r_corr,space,R4,0.6697988631942515
10357,M1286,yes,no,7,flat,forward,ppmi,r_corr,graph,R4,0.41745780412228783
10358,M1287,yes,no,7,flat,forward,ppmi,cooc,space,R4,0.6385418943711926
10359,M1288,yes,no,7,flat,forward,ppmi,cooc,graph,R4,0.7241765736269269
10360,M1289,yes,no,7,flat,forward,non,distance,space,R4,0.7471328050474658
10361,M1290,yes,no,7,flat,forward,non,distance,graph,R4,0.6441893028627613
10362,M1291,yes,no,7,flat,forward,non,cos,space,R4,0.7496274483330534
10363,M1292,yes,no,7,flat,forward,non,cos,graph,R4,0.629982434398953
10364,M1293,yes,no,7,flat,forward,non,corr,space,R4,0.7497817561651515
10365,M1294,yes,no,7,flat,forward,non,corr,graph,R4,0.637356992074823
10366,M1295,yes,no,7,flat,forward,non,r_distance,space,R4,0.7334251259627423
10367,M1296,yes,no,7,flat,forward,non,r_distance,graph,R4,0.6822188846030321
10368,M1297,yes,no,7,flat,forward,non,r_cos,space,R4,0.6398117078231681
10369,M1298,yes,no,7,flat,forward,non,r_cos,graph,R4,0.3982803391857729
10370,M1299,yes,no,7,flat,forward,non,r_corr,space,R4,0.6235065135647916
10371,M1300,yes,no,7,flat,forward,non,r_corr,graph,R4,0.3997624806794527
10372,M1301,yes,no,7,flat,forward,non,cooc,space,R4,0.7300419680169498
10373,M1302,yes,no,7,flat,forward,non,cooc,graph,R4,0.6026989928554195
10374,M1303,yes,no,7,flat,backward,log,distance,space,R4,0.7455125728104347
10375,M1304,yes,no,7,flat,backward,log,distance,graph,R4,0.5130559304646319
10376,M1305,yes,no,7,flat,backward,log,cos,space,R4,0.7461555221108439
10377,M1306,yes,no,7,flat,backward,log,cos,graph,R4,0.5174662051531423
10378,M1307,yes,no,7,flat,backward,log,corr,space,R4,0.7397517470787686
10379,M1308,yes,no,7,flat,backward,log,corr,graph,R4,0.496625849760304
10380,M1309,yes,no,7,flat,backward,log,r_distance,space,R4,0.7378486171495575
10381,M1310,yes,no,7,flat,backward,log,r_distance,graph,R4,0.5862954101279291
10382,M1311,yes,no,7,flat,backward,log,r_cos,space,R4,0.584312324211849
10383,M1312,yes,no,7,flat,backward,log,r_cos,graph,R4,0.42457931325045634
10384,M1313,yes,no,7,flat,backward,log,r_corr,space,R4,0.47992307579741694
10385,M1314,yes,no,7,flat,backward,log,r_corr,graph,R4,0.30411012964831535
10386,M1315,yes,no,7,flat,backward,log,cooc,space,R4,0.727715736175109
10387,M1316,yes,no,7,flat,backward,log,cooc,graph,R4,0.6272914862113607
10388,M1317,yes,no,7,flat,backward,ppmi,distance,space,R4,0.74306936546888
10389,M1318,yes,no,7,flat,backward,ppmi,distance,graph,R4,0.4105351188530275
10390,M1319,yes,no,7,flat,backward,ppmi,cos,space,R4,0.7323964070820878
10391,M1320,yes,no,7,flat,backward,ppmi,cos,graph,R4,0.6539523344556629
10392,M1321,yes,no,7,flat,backward,ppmi,corr,space,R4,0.1978226407498918
10393,M1322,yes,no,7,flat,backward,ppmi,corr,graph,R4,0.04347012551585132
10394,M1323,yes,no,7,flat,backward,ppmi,r_distance,space,R4,0.7408061839314396
10395,M1324,yes,no,7,flat,backward,ppmi,r_distance,graph,R4,0.44554619291714553
10396,M1325,yes,no,7,flat,backward,ppmi,r_cos,space,R4,0.5464040334597247
10397,M1326,yes,no,7,flat,backward,ppmi,r_cos,graph,R4,0.3192568927178719
10398,M1327,yes,no,7,flat,backward,ppmi,r_corr,space,R4,0.3604630957813941
10399,M1328,yes,no,7,flat,backward,ppmi,r_corr,graph,R4,0.2701473995675317
10400,M1329,yes,no,7,flat,backward,ppmi,cooc,space,R4,0.569432764422402
10401,M1330,yes,no,7,flat,backward,ppmi,cooc,graph,R4,0.7241765736269269
10402,M1331,yes,no,7,flat,backward,non,distance,space,R4,0.7304675591808604
10403,M1332,yes,no,7,flat,backward,non,distance,graph,R4,0.642020315311035
10404,M1333,yes,no,7,flat,backward,non,cos,space,R4,0.7102275152039798
10405,M1334,yes,no,7,flat,backward,non,cos,graph,R4,0.7329731933134316
10406,M1335,yes,no,7,flat,backward,non,corr,space,R4,0.7106390027562416
10407,M1336,yes,no,7,flat,backward,non,corr,graph,R4,0.7311837785832572
10408,M1337,yes,no,7,flat,backward,non,r_distance,space,R4,0.7010204812221205
10409,M1338,yes,no,7,flat,backward,non,r_distance,graph,R4,0.6492321989205255
10410,M1339,yes,no,7,flat,backward,non,r_cos,space,R4,0.670750428158857
10411,M1340,yes,no,7,flat,backward,non,r_cos,graph,R4,0.4638199130404411
10412,M1341,yes,no,7,flat,backward,non,r_corr,space,R4,0.2197857888518689
10413,M1342,yes,no,7,flat,backward,non,r_corr,graph,R4,0.3267398997713282
10414,M1343,yes,no,7,flat,backward,non,cooc,space,R4,0.7644991020154752
10415,M1344,yes,no,7,flat,backward,non,cooc,graph,R4,0.6026989928554195
10416,M1345,yes,no,7,flat,summed,log,distance,space,R4,0.7503989874935445
10417,M1346,yes,no,7,flat,summed,log,distance,graph,R4,0.5176288792195219
10418,M1347,yes,no,7,flat,summed,log,cos,space,R4,0.7515562962342808
